weight,propeller_diameter,propeller_rpm_max,propeller_rpm_min,omega_rpm,voltage,thrust,torque,power,current,max_omega_rpm,max_voltage,max_thrust,max_torque,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
43.728,2.286,3000.0,1000.0,1389.46,850.0,1344.14,219.59,50730.01,59.68,1647.64,1063.1,915.85,316.15,89473.68,84.16,30.738657,1160.1265,0.026495954,Emrax348HV,90x8_2_2000_41_2000
43.728,2.286,3000.0,1000.0,1452.63,900.0,1475.17,241.17,58637.31,65.15,1647.64,1063.1,915.85,316.15,89473.68,84.16,33.735134,1340.9557,0.025157532,Emrax348HV,90x8_2_2000_41_2000
43.728,2.286,3000.0,1000.0,1574.54,1000.0,1747.08,286.16,76559.03,76.56,1647.64,1063.1,1100.84,316.15,89473.68,84.16,39.953346,1750.8011,0.022820039,Emrax348HV,90x8_2_2000_41_2000
43.741,2.286,2700.0,900.0,1048.03,650.0,914.12,170.24,30660.2,47.17,1457.33,1001.64,531.8,336.52,89473.68,89.33,20.89847,700.9488,0.029814547,Emrax348HV,90x9_2_1800_41_1940
43.741,2.286,2700.0,900.0,1110.71,700.0,1029.06,192.02,36883.61,52.69,1457.33,1001.64,703.95,336.52,89473.68,89.33,23.52621,843.2274,0.027900197,Emrax348HV,90x9_2_1800_41_1940
43.741,2.286,2700.0,900.0,1346.71,900.0,1530.17,285.26,68697.67,76.33,1457.33,1001.64,1064.23,336.52,89473.68,89.33,34.98251,1570.5555,0.022273973,Emrax348HV,90x9_2_1800_41_1940
43.741,2.286,2700.0,900.0,1455.63,1000.0,1798.43,335.66,89108.1,89.11,1457.33,1001.64,1068.33,336.52,89473.68,89.33,41.11543,2037.1757,0.020182565,Emrax348HV,90x9_2_1800_41_1940
42.34,1.5748,4800.0,1600.0,3151.45,1200.0,1986.6,263.85,129368.08,107.81,3194.8,1221.68,1548.01,272.51,135789.47,111.15,46.92017,3055.4578,0.015356184,Emrax348MV,62x6_2_3200_51_1390
42.604,1.7526,4500.0,1500.0,2541.97,1000.0,1758.71,239.72,98500.17,98.5,2781.5,1128.96,1672.82,296.17,135789.47,120.28,41.280396,2311.9934,0.017854894,Emrax348MV,69x6_2_3000_51_1700
42.604,1.7526,4500.0,1500.0,2729.47,1100.0,2054.13,283.03,126728.78,115.21,2781.5,1128.96,1672.82,296.17,135789.47,120.28,48.214485,2974.5747,0.016208867,Emrax348MV,69x6_2_3000_51_1700
42.918,1.9304,3600.0,1200.0,1705.24,650.0,999.38,136.25,38077.07,58.58,2484.53,1064.39,995.71,315.08,135789.47,127.58,23.2858,887.20514,0.026246242,Emrax348MV,76x6_2_2400_41_1420
42.918,1.9304,3600.0,1200.0,2198.81,900.0,1713.92,237.9,88017.14,97.8,2484.53,1064.39,1561.81,315.08,135789.47,127.58,39.93476,2050.821,0.019472571,Emrax348MV,76x6_2_2400_41_1420
42.918,1.9304,3600.0,1200.0,2378.84,1000.0,2034.95,283.2,115272.51,115.27,2484.53,1064.39,1561.81,315.08,135789.47,127.58,47.414837,2685.878,0.017653385,Emrax348MV,76x6_2_2400_41_1420
42.928,1.9304,3900.0,1300.0,2046.43,900.0,1767.07,278.51,102117.62,113.46,2221.58,1008.79,1474.05,333.31,135789.47,134.61,41.163578,2378.8115,0.017304262,Emrax348MV,76x7_2_2600_51_2000
42.928,1.9304,3900.0,1300.0,2207.74,1000.0,2078.7,328.79,132864.36,132.86,2221.58,1008.79,1610.88,333.31,135789.47,134.61,48.42294,3095.0513,0.015645279,Emrax348MV,76x7_2_2600_51_2000
43.293,2.1082,3300.0,1100.0,1159.07,450.0,647.86,95.26,19243.67,42.76,2099.98,983.62,401.13,342.24,135789.47,138.05,14.964544,444.4984,0.033666134,Emrax348MV,83x7_2_2200_41_1710
43.293,2.1082,3300.0,1100.0,1460.63,600.0,1043.81,154.8,39441.98,65.74,2099.98,983.62,802.27,342.24,135789.47,138.05,24.110365,911.0475,0.026464442,Emrax348MV,83x7_2_2200_41_1710
43.293,2.1082,3300.0,1100.0,1644.26,700.0,1336.6,199.14,57989.25,82.84,2099.98,983.62,1151.1,342.24,135789.47,138.05,30.873352,1339.4602,0.0230491,Emrax348MV,83x7_2_2200_41_1710
43.293,2.1082,3300.0,1100.0,1732.47,750.0,1491.85,222.27,68824.53,91.77,2099.98,983.62,1169.19,342.24,135789.47,138.05,34.45938,1589.738,0.021676138,Emrax348MV,83x7_2_2200_41_1710
43.293,2.1082,3300.0,1100.0,1895.65,850.0,1806.54,272.05,94327.82,110.97,2099.98,983.62,1339.33,342.24,135789.47,138.05,41.728226,2178.8237,0.01915172,Emrax348MV,83x7_2_2200_41_1710
43.293,2.1082,3300.0,1100.0,1972.95,900.0,1967.64,298.09,108916.55,121.02,2099.98,983.62,1377.21,342.24,135789.47,138.05,45.44938,2515.8005,0.018065574,Emrax348MV,83x7_2_2200_41_1710
43.728,2.286,3000.0,1000.0,1611.91,800.0,1835.7,301.03,97723.33,122.15,1764.4,916.05,1114.16,368.63,135789.47,148.23,41.979965,2234.7998,0.018784665,Emrax348MV,90x8_2_2000_41_2000
43.728,2.286,3000.0,1000.0,1679.01,850.0,2002.01,329.79,113260.18,133.25,1764.4,916.05,1273.71,368.63,135789.47,148.23,45.783253,2590.1067,0.017676204,Emrax348MV,90x8_2_2000_41_2000
43.728,2.286,3000.0,1000.0,1743.98,900.0,2170.68,359.11,130104.16,144.56,1764.4,916.05,1273.71,368.63,135789.47,148.23,49.640507,2975.3054,0.01668417,Emrax348MV,90x8_2_2000_41_2000
41.94,1.2192,6000.0,2000.0,5316.98,750.0,2135.66,261.9,218024.05,290.7,5334.19,753.55,2265.21,264.43,221052.62,293.35,50.921795,5198.475,0.009795525,Emrax348LV,48x5_2_4000_51_810
42.117,1.397,5400.0,1800.0,3996.51,600.0,2000.91,245.51,164092.69,273.49,4327.85,671.52,2155.41,298.56,221052.62,329.18,47.50837,3896.115,0.012193779,Emrax348LV,55x5_2_3600_51_1080
42.117,1.397,5400.0,1800.0,4230.93,650.0,2242.53,282.17,202787.25,311.98,4327.85,671.52,2357.1,298.56,221052.62,329.18,53.245247,4814.855,0.011058535,Emrax348LV,55x5_2_3600_51_1080
42.122,1.397,5100.0,1700.0,3856.05,600.0,2044.89,266.81,177510.64,295.85,4102.39,653.75,2222.67,307.08,221052.62,338.13,48.54684,4214.2026,0.011519817,Emrax348LV,55x6_2_3400_51_1070
42.122,1.397,5100.0,1700.0,4086.46,650.0,2300.38,304.08,217738.08,334.98,4102.39,653.75,2316.09,307.08,221052.62,338.13,54.612316,5169.2246,0.010564895,Emrax348LV,55x6_2_3400_51_1070
42.331,1.5748,4800.0,1600.0,3483.52,550.0,2064.83,251.09,153640.58,279.35,3805.68,630.73,1892.6,318.84,221052.62,350.47,48.778202,3629.5051,0.013439353,Emrax348LV,62x5_2_3200_46_1150
42.331,1.5748,4800.0,1600.0,3686.66,600.0,2324.72,292.5,193691.45,322.82,3805.68,630.73,2142.16,318.84,221052.62,350.47,54.91767,4575.641,0.012002181,Emrax348LV,62x5_2_3200_46_1150
42.34,1.5748,4800.0,1600.0,3255.76,550.0,2132.95,285.63,173584.38,315.61,3462.13,604.64,1971.07,333.25,221052.62,365.6,50.376713,4099.773,0.012287684,Emrax348LV,62x6_2_3200_51_1390
42.34,1.5748,4800.0,1600.0,3445.09,600.0,2413.36,329.13,216767.81,361.28,3462.13,604.64,2042.99,333.25,221052.62,365.6,56.999527,5119.6934,0.011133388,Emrax348LV,62x6_2_3200_51_1390
42.604,1.7526,4500.0,1500.0,2754.82,500.0,2096.73,289.38,159774.89,319.55,2995.68,570.21,1775.29,354.27,221052.62,387.67,49.214394,3750.2322,0.013123026,Emrax348LV,69x6_2_3000_51_1700
42.604,1.7526,4500.0,1500.0,2928.32,550.0,2402.11,335.29,202257.58,367.74,2995.68,570.21,1897.36,354.27,221052.62,387.67,56.382263,4747.385,0.011876489,Emrax348LV,69x6_2_3000_51_1700
42.918,1.9304,3600.0,1200.0,2516.76,500.0,2306.47,325.49,178725.03,357.45,2650.09,545.51,2083.22,370.99,221052.62,405.22,53.74132,4164.3374,0.012905131,Emrax348LV,76x6_2_2400_41_1420
43.293,2.1082,3300.0,1100.0,2049.15,450.0,2137.2,324.19,160237.97,356.08,2231.05,516.51,1870.55,392.66,221052.62,427.97,49.365948,3701.2444,0.013337662,Emrax348LV,83x7_2_2200_41_1710
43.293,2.1082,3300.0,1100.0,2188.92,500.0,2470.0,375.2,204822.94,409.65,2231.05,516.51,1870.55,392.66,221052.62,427.97,57.053104,4731.0864,0.012059197,Emrax348LV,83x7_2_2200_41_1710
26.632,1.2192,6000.0,2000.0,4279.83,1000.0,1150.2,111.26,66331.36,66.33,4412.45,1036.81,1071.03,119.85,73684.21,71.07,43.188644,2490.6638,0.017340215,Reb90,48x4_2_4000_46_670
26.817,1.397,5400.0,1800.0,3128.41,800.0,1176.31,136.56,64222.72,80.28,3260.52,842.11,1076.47,149.67,73684.21,87.5,43.864338,2394.851,0.018316103,Reb90,55x5_2_3600_51_1080
26.822,1.397,5100.0,1700.0,2876.94,750.0,1096.66,136.81,60310.06,80.41,3053.39,808.56,872.39,156.25,73684.21,91.13,40.886585,2248.5295,0.018183699,Reb90,55x6_2_3400_51_1070
26.822,1.397,5100.0,1700.0,3027.94,800.0,1221.92,153.35,71625.68,89.53,3053.39,808.56,872.39,156.25,73684.21,91.13,45.556633,2670.408,0.017059803,Reb90,55x6_2_3400_51_1070
27.031,1.5748,4800.0,1600.0,1660.6,400.0,422.65,47.63,12504.09,31.26,2916.91,786.75,333.12,160.84,73684.21,93.66,15.635752,462.58334,0.03380094,Reb90,62x5_2_3200_46_1150
27.031,1.5748,4800.0,1600.0,1840.79,450.0,522.58,59.29,16960.73,37.69,2916.91,786.75,449.05,160.84,73684.21,93.66,19.332619,627.4548,0.030811174,Reb90,62x5_2_3200_46_1150
27.031,1.5748,4800.0,1600.0,2186.6,550.0,747.62,85.06,28540.83,51.89,2916.91,786.75,678.43,160.84,73684.21,93.66,27.657875,1055.8555,0.026194753,Reb90,62x5_2_3200_46_1150
27.031,1.5748,4800.0,1600.0,2349.91,600.0,870.37,99.55,35926.29,59.88,2916.91,786.75,792.35,160.84,73684.21,93.66,32.198956,1329.0774,0.024226548,Reb90,62x5_2_3200_46_1150
27.031,1.5748,4800.0,1600.0,2506.97,650.0,998.74,115.08,44484.33,68.44,2916.91,786.75,905.57,160.84,73684.21,93.66,36.94795,1645.6783,0.022451501,Reb90,62x5_2_3200_46_1150
27.031,1.5748,4800.0,1600.0,2660.57,700.0,1135.09,131.19,54121.33,77.32,2916.91,786.75,933.81,160.84,73684.21,93.66,41.992157,2002.195,0.020973062,Reb90,62x5_2_3200_46_1150
27.031,1.5748,4800.0,1600.0,2810.59,750.0,1278.57,147.9,64893.53,86.52,2916.91,786.75,1041.33,160.84,73684.21,93.66,47.300137,2400.7078,0.01970258,Reb90,62x5_2_3200_46_1150
27.04,1.5748,4800.0,1600.0,1754.97,450.0,576.54,73.64,20517.84,45.6,2607.74,738.27,487.09,171.99,73684.21,99.81,21.321745,758.79584,0.02809945,Reb90,62x6_2_3200_51_1390
27.04,1.5748,4800.0,1600.0,2221.8,600.0,939.39,120.96,43005.54,71.68,2607.74,738.27,805.44,171.99,73684.21,99.81,34.740753,1590.4415,0.021843465,Reb90,62x6_2_3200_51_1390
27.04,1.5748,4800.0,1600.0,2365.44,650.0,1071.7,138.73,52956.92,81.47,2607.74,738.27,908.97,171.99,73684.21,99.81,39.633877,1958.466,0.020237204,Reb90,62x6_2_3200_51_1390
27.04,1.5748,4800.0,1600.0,2504.05,700.0,1208.65,157.34,64212.4,91.73,2607.74,738.27,1008.65,171.99,73684.21,99.81,44.698593,2374.719,0.018822689,Reb90,62x6_2_3200_51_1390
27.304,1.7526,4500.0,1500.0,1639.61,450.0,697.26,92.91,25299.08,56.22,2266.62,686.42,561.74,185.67,73684.21,107.35,25.536917,926.5705,0.027560687,Reb90,69x6_2_3000_51_1700
27.304,1.7526,4500.0,1500.0,1783.86,500.0,829.77,110.58,32979.93,65.96,2266.62,686.42,671.45,185.67,73684.21,107.35,30.390053,1207.879,0.025159847,Reb90,69x6_2_3000_51_1700
27.304,1.7526,4500.0,1500.0,1919.92,550.0,967.28,129.63,42050.09,76.45,2266.62,686.42,671.45,185.67,73684.21,107.35,35.42631,1540.0707,0.023003042,Reb90,69x6_2_3000_51_1700
27.304,1.7526,4500.0,1500.0,2050.26,600.0,1109.94,149.62,52485.59,87.48,2266.62,686.42,765.45,185.67,73684.21,107.35,40.651188,1922.2675,0.02114752,Reb90,69x6_2_3000_51_1700
27.304,1.7526,4500.0,1500.0,2176.75,650.0,1260.02,170.26,64253.91,98.85,2266.62,686.42,889.65,185.67,73684.21,107.35,46.147816,2353.2783,0.019610012,Reb90,69x6_2_3000_51_1700
27.313,1.7526,4200.0,1400.0,1928.11,600.0,1150.04,170.04,59235.95,98.73,2053.76,655.02,813.03,195.01,73684.21,112.49,42.105957,2168.7822,0.01941456,Reb90,69x7_2_2800_51_1730
27.313,1.7526,4200.0,1400.0,2042.59,650.0,1297.28,192.68,72285.73,111.21,2053.76,655.02,894.38,195.01,73684.21,112.49,47.496796,2646.5686,0.017946558,Reb90,69x7_2_2800_51_1730
27.858,1.7526,2400.0,800.0,831.67,250.0,311.69,60.82,9632.54,38.53,1565.23,586.06,138.18,219.03,73684.21,125.73,11.188527,345.77286,0.032358028,Reb90,69x8_3_1600_36_810
27.618,1.9304,3600.0,1200.0,1262.35,350.0,536.77,72.4,15720.42,44.92,2021.15,650.28,267.86,196.5,73684.21,113.31,19.435513,569.2092,0.034144763,Reb90,76x6_2_2400_41_1420
27.618,1.9304,3600.0,1200.0,1405.92,400.0,669.84,90.19,21886.98,54.72,2021.15,650.28,399.34,196.5,73684.21,113.31,24.253748,792.4897,0.030604497,Reb90,76x6_2_2400_41_1420
27.618,1.9304,3600.0,1200.0,1540.43,450.0,809.09,109.49,29409.64,65.35,2021.15,650.28,504.71,196.5,73684.21,113.31,29.29575,1064.8722,0.027511047,Reb90,76x6_2_2400_41_1420
27.618,1.9304,3600.0,1200.0,1667.77,500.0,954.04,129.99,38326.37,76.65,2021.15,650.28,666.92,196.5,73684.21,113.31,34.544136,1387.7316,0.024892522,Reb90,76x6_2_2400_41_1420
27.618,1.9304,3600.0,1200.0,1791.39,550.0,1108.31,151.1,48560.92,88.29,2021.15,650.28,781.29,196.5,73684.21,113.31,40.129986,1758.3069,0.022823084,Reb90,76x6_2_2400_41_1420
27.618,1.9304,3600.0,1200.0,1910.38,600.0,1268.89,173.0,60215.98,100.36,2021.15,650.28,794.25,196.5,73684.21,113.31,45.944313,2180.3164,0.021072313,Reb90,76x6_2_2400_41_1420
27.618,1.9304,3600.0,1200.0,2020.55,650.0,1429.69,196.37,73604.97,113.24,2021.15,650.28,907.74,196.5,73684.21,113.31,51.7666,2665.1086,0.019423824,Reb90,76x6_2_2400_41_1420
27.628,1.9304,3900.0,1300.0,1425.72,450.0,831.89,128.66,34164.23,75.92,1790.22,617.26,511.96,207.5,73684.21,119.37,30.110395,1236.58,0.024349736,Reb90,76x7_2_2600_51_2000
27.628,1.9304,3900.0,1300.0,1539.29,500.0,973.66,151.46,44243.43,88.49,1790.22,617.26,614.3,207.5,73684.21,119.37,35.241783,1601.3982,0.022006882,Reb90,76x7_2_2600_51_2000
27.628,1.9304,3900.0,1300.0,1754.72,600.0,1278.96,199.01,68818.25,114.7,1790.22,617.26,699.13,207.5,73684.21,119.37,46.292168,2490.888,0.018584605,Reb90,76x7_2_2600_51_2000
27.993,2.1082,3300.0,1100.0,1142.35,350.0,628.83,92.45,19588.65,55.97,1695.01,603.93,256.73,212.28,73684.21,122.01,22.46383,699.7696,0.032101754,Reb90,83x7_2_2200_41_1710
27.993,2.1082,3300.0,1100.0,1264.15,400.0,774.35,113.88,27110.31,67.78,1695.01,603.93,382.49,212.28,73684.21,122.01,27.662273,968.46747,0.028562935,Reb90,83x7_2_2200_41_1710
27.993,2.1082,3300.0,1100.0,1378.23,450.0,925.49,136.59,36132.51,80.29,1695.01,603.93,506.66,212.28,73684.21,122.01,33.06148,1290.7695,0.025613775,Reb90,83x7_2_2200_41_1710
27.993,2.1082,3300.0,1100.0,1485.24,500.0,1080.61,160.49,46732.56,93.47,1695.01,603.93,636.9,212.28,73684.21,122.01,38.602863,1669.4374,0.02312328,Reb90,83x7_2_2200_41_1710
27.993,2.1082,3300.0,1100.0,1587.98,550.0,1242.37,185.1,58865.47,107.03,1695.01,603.93,636.9,212.28,73684.21,122.01,44.38145,2102.864,0.021105243,Reb90,83x7_2_2200_41_1710
27.993,2.1082,3300.0,1100.0,1687.36,600.0,1411.3,210.27,72540.42,120.9,1695.01,603.93,737.6,212.28,73684.21,122.01,50.416176,2591.3772,0.01945536,Reb90,83x7_2_2200_41_1710
28.428,2.286,3000.0,1000.0,1014.43,350.0,703.53,113.83,23712.37,67.75,1412.63,565.47,298.67,227.33,73684.21,130.3,24.747784,834.12024,0.029669324,Reb90,90x8_2_2000_41_2000
28.428,2.286,3000.0,1000.0,1114.74,400.0,852.66,138.85,32614.8,81.54,1412.63,565.47,443.6,227.33,73684.21,130.3,29.993668,1147.2773,0.026143346,Reb90,90x8_2_2000_41_2000
28.428,2.286,3000.0,1000.0,1209.2,450.0,1006.98,164.84,43138.48,95.86,1412.63,565.47,585.24,227.33,73684.21,130.3,35.42212,1517.4645,0.023342965,Reb90,90x8_2_2000_41_2000
28.428,2.286,3000.0,1000.0,1300.13,500.0,1170.55,191.42,55257.09,110.51,1412.63,565.47,596.66,227.33,73684.21,130.3,41.175953,1943.7559,0.021183707,Reb90,90x8_2_2000_41_2000
28.428,2.286,3000.0,1000.0,1386.79,550.0,1338.75,218.72,69057.5,125.56,1412.63,565.47,718.54,227.33,73684.21,130.3,47.092655,2429.207,0.01938602,Reb90,90x8_2_2000_41_2000
21.931,1.2192,6000.0,2000.0,2016.26,450.0,233.36,21.41,6919.84,15.38,3971.2,960.77,118.81,92.9,52631.58,54.78,10.640646,315.5278,0.033723325,Rex90,48x4_2_4000_46_670
21.931,1.2192,6000.0,2000.0,2225.97,500.0,285.84,26.22,9014.13,18.03,3971.2,960.77,189.7,92.9,52631.58,54.78,13.033606,411.0223,0.031710215,Rex90,48x4_2_4000_46_670
21.931,1.2192,6000.0,2000.0,2432.11,550.0,342.98,31.45,11502.44,20.91,3971.2,960.77,333.07,92.9,52631.58,54.78,15.63905,524.48315,0.02981802,Rex90,48x4_2_4000_46_670
22.116,1.397,5400.0,1800.0,1831.48,450.0,384.17,43.46,12390.46,27.53,2895.24,783.31,297.53,115.42,52631.58,67.19,17.370682,560.2487,0.031005306,Rex90,55x5_2_3600_51_1080
22.33,1.5748,4800.0,1600.0,1749.74,450.0,470.68,53.22,14810.42,32.91,2587.03,735.07,360.99,123.42,52631.58,71.6,21.07837,663.25214,0.03178033,Rex90,62x5_2_3200_46_1150
22.33,1.5748,4800.0,1600.0,1908.84,500.0,563.24,64.07,19446.13,38.89,2587.03,735.07,456.85,123.42,52631.58,71.6,25.223467,870.85223,0.028964117,Rex90,62x5_2_3200_46_1150
22.33,1.5748,4800.0,1600.0,2063.89,550.0,662.68,75.4,24826.37,45.14,2587.03,735.07,531.29,123.42,52631.58,71.6,29.676668,1111.7944,0.026692586,Rex90,62x5_2_3200_46_1150
22.33,1.5748,4800.0,1600.0,2214.12,600.0,767.43,87.31,31021.4,51.7,2587.03,735.07,641.05,123.42,52631.58,71.6,34.36767,1389.2252,0.024738729,Rex90,62x5_2_3200_46_1150
22.33,1.5748,4800.0,1600.0,2356.44,650.0,875.52,100.17,38211.58,58.79,2587.03,735.07,641.05,123.42,52631.58,71.6,39.20824,1711.2217,0.022912426,Rex90,62x5_2_3200_46_1150
22.33,1.5748,4800.0,1600.0,2493.29,700.0,987.17,113.67,46361.78,66.23,2587.03,735.07,732.78,123.42,52631.58,71.6,44.20824,2076.2104,0.021292755,Rex90,62x5_2_3200_46_1150
22.603,1.7526,4500.0,1500.0,1776.77,550.0,822.97,109.68,35215.55,64.03,1996.46,646.7,515.09,141.17,52631.58,81.38,36.409767,1558.0034,0.023369506,Rex90,69x6_2_3000_51_1700
22.603,1.7526,4500.0,1500.0,1892.79,600.0,938.92,125.67,43705.54,72.84,1996.46,646.7,515.09,141.17,52631.58,81.38,41.53962,1933.6168,0.02148286,Rex90,69x6_2_3000_51_1700
22.917,1.9304,3600.0,1200.0,1300.8,400.0,570.9,76.97,18399.97,46.0,1777.55,615.47,315.46,148.66,52631.58,85.51,24.911638,802.8961,0.031027224,Rex90,76x6_2_2400_41_1420
22.917,1.9304,3600.0,1200.0,1422.15,450.0,685.86,92.32,24508.72,54.46,1777.55,615.47,398.59,148.66,52631.58,85.51,29.928001,1069.4558,0.027984325,Rex90,76x6_2_2400_41_1420
22.917,1.9304,3600.0,1200.0,1535.14,500.0,803.35,108.68,31738.7,63.48,1777.55,615.47,406.68,148.66,52631.58,85.51,35.054764,1384.9413,0.025311371,Rex90,76x6_2_2400_41_1420
22.917,1.9304,3600.0,1200.0,1642.31,550.0,924.03,125.73,40080.85,72.87,1777.55,615.47,526.88,148.66,52631.58,85.51,40.320724,1748.9572,0.02305415,Rex90,76x6_2_2400_41_1420
22.917,1.9304,3600.0,1200.0,1746.06,600.0,1050.23,143.18,49497.7,82.5,1777.55,615.47,526.88,148.66,52631.58,85.51,45.827553,2159.8682,0.021217754,Rex90,76x6_2_2400_41_1420
23.292,2.1082,3300.0,1100.0,1154.31,400.0,642.41,94.45,22255.1,55.64,1481.68,574.73,292.97,159.66,52631.58,91.58,27.580715,955.48254,0.028865743,Rex90,83x7_2_2200_41_1710
23.292,2.1082,3300.0,1100.0,1255.29,450.0,763.22,112.24,29448.67,65.44,1481.68,574.73,292.97,159.66,52631.58,91.58,32.767475,1264.3256,0.02591696,Rex90,83x7_2_2200_41_1710
23.292,2.1082,3300.0,1100.0,1350.4,500.0,887.22,130.73,37815.91,75.63,1481.68,574.73,388.15,159.66,52631.58,91.58,38.09119,1623.5579,0.023461554,Rex90,83x7_2_2200_41_1710
23.292,2.1082,3300.0,1100.0,1439.29,550.0,1012.43,149.96,47427.1,86.23,1481.68,574.73,487.74,159.66,52631.58,91.58,43.466854,2036.197,0.021347078,Rex90,83x7_2_2200_41_1710
23.727,2.286,3000.0,1000.0,1006.86,400.0,692.87,112.05,26135.19,65.34,1227.33,541.14,339.99,169.97,52631.58,97.26,29.201754,1101.4957,0.026510999,Rex90,90x8_2_2000_41_2000
23.727,2.286,3000.0,1000.0,1088.79,450.0,812.66,132.12,34377.82,76.4,1227.33,541.14,339.99,169.97,52631.58,97.26,34.25043,1448.8903,0.02363908,Rex90,90x8_2_2000_41_2000
19.932,1.2192,6000.0,2000.0,2206.03,500.0,280.61,25.74,8703.1,17.41,3838.27,938.19,190.78,85.76,47368.42,50.49,14.078366,436.6396,0.032242533,Reb60,48x4_2_4000_46_670
19.932,1.2192,6000.0,2000.0,2408.66,550.0,336.14,30.83,11115.99,20.21,3838.27,938.19,331.27,85.76,47368.42,50.49,16.864338,557.6957,0.030239321,Reb60,48x4_2_4000_46_670
20.117,1.397,5400.0,1800.0,1803.81,450.0,372.36,42.09,11888.52,26.42,2789.15,766.56,234.86,106.27,47368.42,61.79,18.509718,590.9688,0.03132097,Reb60,55x5_2_3600_51_1080
20.122,1.397,5100.0,1700.0,1749.22,450.0,391.63,47.95,13343.1,29.65,2607.6,738.25,297.72,110.57,47368.42,64.16,19.462776,663.11005,0.02935075,Reb60,55x6_2_3400_51_1070
20.331,1.5748,4800.0,1600.0,1718.7,450.0,453.64,51.23,14156.47,31.46,2491.22,720.36,285.87,113.46,47368.42,65.76,22.312725,696.29974,0.032044712,Reb60,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,1872.91,500.0,541.57,61.52,18565.03,37.13,2491.22,720.36,365.29,113.46,47368.42,65.76,26.637648,913.13904,0.029171512,Reb60,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2022.62,550.0,635.35,72.3,23687.66,43.07,2491.22,720.36,365.29,113.46,47368.42,65.76,31.250307,1165.1006,0.026821982,Reb60,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2167.89,600.0,734.31,83.55,29561.66,49.27,2491.22,720.36,434.75,113.46,47368.42,65.76,36.117752,1454.019,0.024839945,Reb60,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2306.64,650.0,836.72,95.5,36307.05,55.86,2491.22,720.36,520.05,113.46,47368.42,65.76,41.15489,1785.7976,0.023045663,Reb60,62x5_2_3200_46_1150
20.331,1.5748,4800.0,1600.0,2438.73,700.0,941.76,108.17,43987.05,62.84,2491.22,720.36,592.17,113.46,47368.42,65.76,46.32138,2163.546,0.021409938,Reb60,62x5_2_3200_46_1150
20.604,1.7526,4500.0,1500.0,1611.27,500.0,672.66,89.63,26311.17,52.62,1918.39,635.46,429.52,129.4,47368.42,74.54,32.64706,1276.9933,0.025565568,Reb60,69x6_2_3000_51_1700
20.604,1.7526,4500.0,1500.0,1729.74,550.0,778.62,103.76,33225.73,60.41,1918.39,635.46,437.64,129.4,47368.42,74.54,37.78975,1612.5864,0.023434248,Reb60,69x6_2_3000_51_1700
20.604,1.7526,4500.0,1500.0,1842.44,600.0,887.5,118.51,41123.7,68.54,1918.39,635.46,512.44,129.4,47368.42,74.54,43.07416,1995.9086,0.021581229,Reb60,69x6_2_3000_51_1700
20.918,1.9304,3600.0,1200.0,1266.8,400.0,540.67,72.92,17365.3,43.41,1704.62,605.27,314.03,136.15,47368.42,78.26,25.847116,830.16064,0.03113508,Reb60,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1383.37,450.0,647.91,87.26,23091.25,51.31,1704.62,605.27,314.03,136.15,47368.42,78.26,30.973803,1103.8938,0.02805868,Reb60,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1492.93,500.0,758.27,102.34,29814.56,59.63,1704.62,605.27,394.78,136.15,47368.42,78.26,36.24964,1425.3064,0.025432875,Reb60,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1595.79,550.0,870.53,118.15,37587.91,68.34,1704.62,605.27,525.61,136.15,47368.42,78.26,41.61631,1796.917,0.023159841,Reb60,76x6_2_2400_41_1420
20.918,1.9304,3600.0,1200.0,1694.3,600.0,985.99,134.43,46386.67,77.31,1704.62,605.27,525.61,136.15,47368.42,78.26,47.13596,2217.548,0.021255892,Reb60,76x6_2_2400_41_1420
21.293,2.1082,3300.0,1100.0,1119.69,400.0,603.5,88.73,20849.42,52.12,1420.84,566.57,291.78,145.85,47368.42,83.61,28.342648,979.1678,0.028945649,Reb60,83x7_2_2200_41_1710
21.293,2.1082,3300.0,1100.0,1216.38,450.0,715.38,105.2,27540.45,61.2,1420.84,566.57,291.78,145.85,47368.42,83.61,33.59696,1293.4039,0.025975611,Reb60,83x7_2_2200_41_1710
21.293,2.1082,3300.0,1100.0,1308.14,500.0,830.83,122.2,35285.4,70.57,1420.84,566.57,385.97,145.85,47368.42,83.61,39.018925,1657.1361,0.023546,Reb60,83x7_2_2200_41_1710
21.293,2.1082,3300.0,1100.0,1393.54,550.0,946.9,139.88,44174.07,80.32,1420.84,566.57,392.65,145.85,47368.42,83.61,44.470013,2074.5818,0.021435652,Reb60,83x7_2_2200_41_1710
16.642,1.0414,5700.0,1900.0,1945.21,450.0,208.51,23.91,7218.68,16.04,3525.88,885.8,179.39,81.05,42105.26,47.53,12.529143,433.76276,0.028884782,Reb50,41x5_3_3800_51_560
