Motor.Weight,Propeller.Weight,MaxPower.OmegaRpm,MaxPower.Voltage,MaxPower.Thrust,MaxPower.Torque,MaxPower.Power,MaxPower.Current,MaxPower.MaxPower,MaxPower.MaxCurrent,MaxAmps.OmegaRpm,MaxAmps.Voltage,MaxAmps.Thrust,MaxAmps.Torque,MaxAmps.Power,MaxAmps.Current,MaxAmps.MaxPower,MaxAmps.MaxCurrent,Combined.Weight,Combined.MaxOmegaRpm,Combined.MaxVoltage,Combined.MaxThrust,Combined.MaxTorque,Combined.MaxPower,Combined.MaxCurrent,Combined.MaxThrustPerWeight,Combined.MaxPowerPerWeight,Motor.Name,Propeller.Name
0.18,1.113,293.79,7.32,824.06,3.78,985.26,134.68,936.0,39.0,160.9,2.45,820.19,1.12,100.69,41.05,936.0,39.0,1.293,160.9,2.45,820.19,1.12,100.69,41.05,634.331,77.87316,Antigravity MN6007 KV320,69x7_2_2800_51_1730
0.18,2.145,159.68,7.1,1001.01,3.89,985.26,138.87,936.0,39.0,86.97,2.22,999.45,1.12,91.21,41.05,936.0,39.0,2.325,86.97,2.22,999.45,1.12,91.21,41.05,429.87097,39.230106,Antigravity MN6007 KV320,76x10_3_2000_51_2000
0.18,1.452,189.09,7.14,967.01,3.87,985.26,137.94,936.0,39.0,102.96,2.27,964.98,1.12,93.26,41.05,936.0,39.0,1.632,102.96,2.27,964.98,1.12,93.26,41.05,591.28674,57.144608,Antigravity MN6007 KV320,76x9_2_2200_51_1980
0.18,1.815,165.19,7.1,986.09,3.89,985.26,138.69,936.0,39.0,89.88,2.23,984.12,1.12,91.58,41.05,936.0,39.0,1.995,89.88,2.23,984.12,1.12,91.58,41.05,493.29324,45.904762,Antigravity MN6007 KV320,83x10_2_2000_51_2000
0.18,3.363,98.67,7.0,1004.69,3.95,985.26,140.81,936.0,39.0,53.92,2.12,1003.75,1.12,86.97,41.05,936.0,39.0,3.543,53.92,2.12,1003.75,1.12,86.97,41.05,283.3051,24.546993,Antigravity MN6007 KV320,90x12_3_1400_46_2000
0.159,0.3,1051.88,17.78,281.96,3.73,1178.95,66.29,1120.0,23.7,642.84,8.24,279.76,1.38,205.48,24.95,1120.0,23.7,0.459,642.84,8.24,279.76,1.38,205.48,24.95,609.4989,447.66885,Antigravity MN6007II KV160,41x4_2_4600_51_580
0.159,0.44,749.72,16.66,389.66,3.98,1178.95,70.78,1120.0,23.7,443.17,6.99,386.67,1.38,174.34,24.95,1120.0,23.7,0.599,443.17,6.99,386.67,1.38,174.34,24.95,645.5259,291.05176,Antigravity MN6007II KV160,48x5_2_4000_51_810
0.159,0.622,522.7,15.85,516.9,4.19,1178.95,74.4,1120.0,23.7,301.18,6.1,514.05,1.38,152.2,24.95,1120.0,23.7,0.781,301.18,6.1,514.05,1.38,152.2,24.95,658.19464,194.87836,Antigravity MN6007II KV160,55x6_2_3400_51_1070
0.159,0.84,442.45,15.57,661.6,4.26,1178.95,75.72,1120.0,23.7,254.06,5.81,657.51,1.38,144.86,24.95,1120.0,23.7,0.999,254.06,5.81,657.51,1.38,144.86,24.95,658.16815,145.005,Antigravity MN6007II KV160,62x6_2_3200_51_1390
0.159,1.113,316.48,15.14,824.72,4.38,1178.95,77.85,1120.0,23.7,178.42,5.33,820.7,1.38,133.06,24.95,1120.0,23.7,1.272,178.42,5.33,820.7,1.38,133.06,24.95,645.2044,104.60692,Antigravity MN6007II KV160,69x7_2_2800_51_1730
0.159,2.145,172.14,14.67,1001.27,4.53,1178.95,80.38,1120.0,23.7,96.02,4.82,999.64,1.38,120.21,24.95,1120.0,23.7,2.304,96.02,4.82,999.64,1.38,120.21,24.95,433.87152,52.17448,Antigravity MN6007II KV160,76x10_3_2000_51_2000
0.159,1.452,203.8,14.77,967.35,4.5,1178.95,79.82,1120.0,23.7,113.85,4.93,965.23,1.38,122.99,24.95,1120.0,23.7,1.611,113.85,4.93,965.23,1.38,122.99,24.95,599.1496,76.34389,Antigravity MN6007II KV160,76x9_2_2200_51_1980
0.159,1.815,178.07,14.69,986.42,4.52,1178.95,80.27,1120.0,23.7,99.3,4.84,984.37,1.38,120.73,24.95,1120.0,23.7,1.974,99.3,4.84,984.37,1.38,120.73,24.95,498.6677,61.16008,Antigravity MN6007II KV160,83x10_2_2000_51_2000
0.159,3.363,106.41,14.46,1004.85,4.59,1178.95,81.55,1120.0,23.7,59.33,4.59,1003.86,1.38,114.49,24.95,1120.0,23.7,3.522,59.33,4.59,1003.86,1.38,114.49,24.95,285.02554,32.5071,Antigravity MN6007II KV160,90x12_3_1400_46_2000
0.161,0.3,1018.95,8.8,281.78,3.5,1094.74,124.42,1040.0,44.2,620.38,4.04,279.64,1.29,187.88,46.53,1040.0,44.2,0.461,620.38,4.04,279.64,1.29,187.88,46.53,606.59436,407.5488,Antigravity MN6007II KV320,41x4_2_4600_51_580
0.161,0.44,725.67,8.25,389.43,3.73,1094.74,132.64,1040.0,44.2,427.67,3.44,386.52,1.29,159.86,46.53,1040.0,44.2,0.601,427.67,3.44,386.52,1.29,159.86,46.53,643.1281,265.99002,Antigravity MN6007II KV320,48x5_2_4000_51_810
0.161,0.622,505.59,7.86,516.68,3.92,1094.74,139.23,1040.0,44.2,290.65,3.01,513.92,1.29,139.94,46.53,1040.0,44.2,0.783,290.65,3.01,513.92,1.29,139.94,46.53,656.3474,178.72285,Antigravity MN6007II KV320,55x6_2_3400_51_1070
0.161,0.84,428.02,7.73,661.28,3.99,1094.74,141.64,1040.0,44.2,245.27,2.87,657.32,1.29,133.34,46.53,1040.0,44.2,1.001,245.27,2.87,657.32,1.29,133.34,46.53,656.6633,133.20679,Antigravity MN6007II KV320,62x6_2_3200_51_1390
0.161,1.113,305.92,7.52,824.41,4.1,1094.74,145.52,1040.0,44.2,172.24,2.64,820.52,1.29,122.73,46.53,1040.0,44.2,1.274,172.24,2.64,820.52,1.29,122.73,46.53,644.05023,96.33438,Antigravity MN6007II KV320,69x7_2_2800_51_1730
0.161,2.145,166.31,7.29,1001.15,4.23,1094.74,150.1,1040.0,44.2,92.82,2.39,999.57,1.29,111.18,46.53,1040.0,44.2,2.306,92.82,2.39,999.57,1.29,111.18,46.53,433.46487,48.213356,Antigravity MN6007II KV320,76x10_3_2000_51_2000
0.161,1.452,196.92,7.34,967.19,4.2,1094.74,149.09,1040.0,44.2,110.0,2.44,965.14,1.29,113.68,46.53,1040.0,44.2,1.613,110.0,2.44,965.14,1.29,113.68,46.53,598.3509,70.47737,Antigravity MN6007II KV320,76x9_2_2200_51_1980
0.161,1.815,172.04,7.3,986.27,4.22,1094.74,149.91,1040.0,44.2,95.97,2.4,984.28,1.29,111.64,46.53,1040.0,44.2,1.976,95.97,2.4,984.28,1.29,111.64,46.53,498.1174,56.497974,Antigravity MN6007II KV320,83x10_2_2000_51_2000
0.161,3.363,102.78,7.19,1004.78,4.29,1094.74,152.24,1040.0,44.2,57.41,2.28,1003.82,1.29,106.03,46.53,1040.0,44.2,3.524,57.41,2.28,1003.82,1.29,106.03,46.53,284.85245,30.087969,Antigravity MN6007II KV320,90x12_3_1400_46_2000
0.188,0.44,695.14,18.03,389.13,3.42,789.47,43.79,750.0,15.0,414.78,7.93,386.4,1.21,125.16,15.79,750.0,15.0,0.628,414.78,7.93,386.4,1.21,125.16,15.79,615.2866,199.29936,Antigravity MN7005 KV115,48x5_2_4000_51_810
0.188,0.622,487.26,16.97,516.44,3.64,789.47,46.53,750.0,15.0,281.89,6.77,513.8,1.21,106.91,15.79,750.0,15.0,0.81,281.89,6.77,513.8,1.21,106.91,15.79,634.321,131.98766,Antigravity MN7005 KV115,55x6_2_3400_51_1070
0.188,0.84,413.59,16.6,660.97,3.72,789.47,47.54,750.0,15.0,237.96,6.39,657.16,1.21,100.88,15.79,750.0,15.0,1.028,237.96,6.39,657.16,1.21,100.88,15.79,639.2607,98.13229,Antigravity MN7005 KV115,62x6_2_3200_51_1390
0.188,1.113,296.59,16.04,824.14,3.85,789.47,49.21,750.0,15.0,167.12,5.77,820.37,1.21,91.16,15.79,750.0,15.0,1.301,167.12,5.77,820.37,1.21,91.16,15.79,630.5688,70.069176,Antigravity MN7005 KV115,69x7_2_2800_51_1730
0.188,2.145,161.94,15.42,1001.05,4.01,789.47,51.21,750.0,15.0,90.17,5.1,999.52,1.21,80.59,15.79,750.0,15.0,2.333,90.17,5.1,999.52,1.21,80.59,15.79,428.4269,34.543507,Antigravity MN7005 KV115,76x10_3_2000_51_2000
0.188,1.452,191.56,15.55,967.06,3.97,789.47,50.76,750.0,15.0,106.81,5.25,965.07,1.21,82.88,15.79,750.0,15.0,1.64,106.81,5.25,965.07,1.21,82.88,15.79,588.45734,50.536587,Antigravity MN7005 KV115,76x9_2_2200_51_1980
0.188,1.815,167.49,15.44,986.15,4.0,789.47,51.12,750.0,15.0,93.21,5.13,984.21,1.21,81.01,15.79,750.0,15.0,2.003,93.21,5.13,984.21,1.21,81.01,15.79,491.36795,40.444332,Antigravity MN7005 KV115,83x10_2_2000_51_2000
0.188,3.363,100.28,15.14,1004.73,4.08,789.47,52.15,750.0,15.0,55.83,4.81,1003.79,1.21,75.88,15.79,750.0,15.0,3.551,55.83,4.81,1003.79,1.21,75.88,15.79,282.67813,21.36863,Antigravity MN7005 KV115,90x12_3_1400_46_2000
0.188,0.44,683.47,8.69,389.02,3.31,736.84,84.79,700.0,28.0,399.65,3.73,386.25,1.13,109.81,29.47,700.0,28.0,0.628,399.65,3.73,386.25,1.13,109.81,29.47,615.0478,174.85669,Antigravity MN7005 KV230,48x5_2_4000_51_810
0.188,0.622,479.42,8.17,516.34,3.52,736.84,90.2,700.0,28.0,271.61,3.17,513.67,1.13,93.4,29.47,700.0,28.0,0.81,271.61,3.17,513.67,1.13,93.4,29.47,634.1605,115.30864,Antigravity MN7005 KV230,55x6_2_3400_51_1070
0.188,0.84,407.11,7.99,660.83,3.6,736.84,92.22,700.0,28.0,229.38,2.99,656.97,1.13,87.99,29.47,700.0,28.0,1.028,229.38,2.99,656.97,1.13,87.99,29.47,639.07587,85.59338,Antigravity MN7005 KV230,62x6_2_3200_51_1390
0.188,1.113,292.02,7.71,824.01,3.73,736.84,95.53,700.0,28.0,161.12,2.69,820.2,1.13,79.24,29.47,700.0,28.0,1.301,161.12,2.69,820.2,1.13,79.24,29.47,630.4381,60.906994,Antigravity MN7005 KV230,69x7_2_2800_51_1730
0.188,2.145,159.52,7.41,1001.0,3.89,736.84,99.5,700.0,28.0,87.08,2.37,999.45,1.13,69.75,29.47,700.0,28.0,2.333,87.08,2.37,999.45,1.13,69.75,29.47,428.3969,29.89713,Antigravity MN7005 KV230,76x10_3_2000_51_2000
0.188,1.452,188.69,7.47,967.0,3.85,736.84,98.61,700.0,28.0,103.1,2.44,964.98,1.13,71.8,29.47,700.0,28.0,1.64,103.1,2.44,964.98,1.13,71.8,29.47,588.40247,43.780487,Antigravity MN7005 KV230,76x9_2_2200_51_1980
0.188,1.815,164.99,7.42,986.08,3.88,736.84,99.34,700.0,28.0,90.0,2.38,984.12,1.13,70.13,29.47,700.0,28.0,2.003,90.0,2.38,984.12,1.13,70.13,29.47,491.32303,35.01248,Antigravity MN7005 KV230,83x10_2_2000_51_2000
0.188,2.716,113.98,7.3,1000.12,3.94,736.84,100.91,700.0,28.0,62.31,2.26,999.4,1.13,66.58,29.47,700.0,28.0,2.904,62.31,2.26,999.4,1.13,66.58,29.47,344.146,22.926998,Antigravity MN7005 KV230,83x12_3_1600_51_2000
0.188,3.363,98.81,7.27,1004.69,3.96,736.84,101.38,700.0,28.0,53.99,2.22,1003.75,1.13,65.51,29.47,700.0,28.0,3.551,53.99,2.22,1003.75,1.13,65.51,29.47,282.66684,18.448324,Antigravity MN7005 KV230,90x12_3_1400_46_2000
0.282,0.84,603.73,19.58,665.1,8.03,1578.95,80.64,1500.0,32.0,390.02,9.71,660.46,3.3,327.06,33.68,1500.0,32.0,1.122,390.02,9.71,660.46,3.3,327.06,33.68,588.64526,291.4973,Antigravity MN1005 V2 KV90,62x6_2_3200_51_1390
0.282,1.113,440.11,18.51,828.32,8.5,1578.95,85.32,1500.0,32.0,274.7,8.43,823.5,3.3,283.9,33.68,1500.0,32.0,1.395,274.7,8.43,823.5,3.3,283.9,33.68,590.3226,203.51254,Antigravity MN1005 V2 KV90,69x7_2_2800_51_1730
0.282,2.145,244.1,17.29,1002.81,9.11,1578.95,91.33,1500.0,32.0,147.04,7.01,1000.73,3.3,236.12,33.68,1500.0,32.0,2.427,147.04,7.01,1000.73,3.3,236.12,33.68,412.3321,97.28883,Antigravity MN1005 V2 KV90,76x10_3_2000_51_2000
0.282,1.452,287.66,17.55,969.33,8.97,1578.95,89.95,1500.0,32.0,174.7,7.32,966.67,3.3,246.47,33.68,1500.0,32.0,1.734,174.7,7.32,966.67,3.3,246.47,33.68,557.4798,142.13956,Antigravity MN1005 V2 KV90,76x9_2_2200_51_1980
0.282,1.815,252.24,17.34,988.36,9.08,1578.95,91.07,1500.0,32.0,152.2,7.07,985.75,3.3,238.05,33.68,1500.0,32.0,2.097,152.2,7.07,985.75,3.3,238.05,33.68,470.0763,113.51931,Antigravity MN1005 V2 KV90,83x10_2_2000_51_2000
0.282,3.363,152.29,16.74,1005.82,9.41,1578.95,94.3,1500.0,32.0,90.28,6.38,1004.51,3.3,214.87,33.68,1500.0,32.0,3.645,90.28,6.38,1004.51,3.3,214.87,33.68,275.58572,58.949245,Antigravity MN1005 V2 KV90,90x12_3_1400_46_2000
0.351,1.113,511.26,15.43,830.39,11.5,1971.58,127.77,1873.0,40.0,291.77,6.32,824.0,3.72,266.01,42.11,1873.0,40.0,1.464,291.77,6.32,824.0,3.72,266.01,42.11,562.84155,181.70082,Antigravity MN8012 KV100,69x7_2_2800_51_1730
0.351,2.145,286.56,14.13,1003.72,12.56,1971.58,139.52,1873.0,40.0,156.18,4.96,1000.93,3.72,208.92,42.11,1873.0,40.0,2.496,156.18,4.96,1000.93,3.72,208.92,42.11,401.0136,83.70192,Antigravity MN8012 KV100,76x10_3_2000_51_2000
0.351,1.452,336.84,14.41,970.49,12.31,1971.58,136.78,1873.0,40.0,185.55,5.26,966.92,3.72,221.29,42.11,1873.0,40.0,1.803,185.55,5.26,966.92,3.72,221.29,42.11,536.284,122.73433,Antigravity MN8012 KV100,76x9_2_2200_51_1980
0.351,1.815,295.94,14.18,989.5,12.51,1971.58,139.0,1873.0,40.0,161.66,5.02,985.99,3.72,211.23,42.11,1873.0,40.0,2.166,161.66,5.02,985.99,3.72,211.23,42.11,455.21237,97.520775,Antigravity MN8012 KV100,83x10_2_2000_51_2000
0.351,3.363,179.73,13.55,1006.4,13.11,1971.58,145.52,1873.0,40.0,95.87,4.36,1004.63,3.72,183.52,42.11,1873.0,40.0,3.714,95.87,4.36,1004.63,3.72,183.52,42.11,270.4981,49.413033,Antigravity MN8012 KV100,90x12_3_1400_46_2000
0.392,2.145,324.12,14.27,1004.53,16.08,2550.53,178.68,2423.0,52.0,177.85,5.16,1001.39,4.83,282.36,54.74,2423.0,52.0,2.537,177.85,5.16,1001.39,4.83,282.36,54.74,394.71423,111.29681,Antigravity MN8014 KV100,76x10_3_2000_51_2000
0.392,1.452,380.42,14.6,971.52,15.72,2550.53,174.75,2423.0,52.0,211.28,5.49,967.53,4.83,300.66,54.74,2423.0,52.0,1.844,211.28,5.49,967.53,4.83,300.66,54.74,524.6909,163.04773,Antigravity MN8014 KV100,76x9_2_2200_51_1980
0.392,3.363,203.89,13.61,1006.91,16.87,2550.53,187.39,2423.0,52.0,109.15,4.47,1004.91,4.83,244.76,54.74,2423.0,52.0,3.755,109.15,4.47,1004.91,4.83,244.76,54.74,267.61917,65.18243,Antigravity MN8014 KV100,90x12_3_1400_46_2000
0.453,2.145,348.58,13.5,1005.05,18.6,3347.37,247.9,3180.0,68.6,186.52,4.64,1001.58,5.32,335.16,72.21,3180.0,68.6,2.598,186.52,4.64,1001.58,5.32,335.16,72.21,385.51962,129.00693,Antigravity MN8017 KV120,76x10_3_2000_51_2000
0.453,3.363,218.99,12.91,1007.23,19.46,3347.37,259.29,3180.0,68.6,114.48,4.04,1005.02,5.32,291.8,72.21,3180.0,68.6,3.816,114.48,4.04,1005.02,5.32,291.8,72.21,263.37003,76.46751,Antigravity MN8017 KV120,90x12_3_1400_46_2000
15.0,0.3,6555.74,370.09,1807.98,196.02,210526.31,568.85,200000.0,1001.0,8143.14,525.53,0.0,371.95,553738.4,1053.69,200000.0,1001.0,15.3,6555.74,370.09,1807.98,196.02,210526.31,568.85,118.168625,13759.891,HPDM250,41x4_2_4600_51_580
15.0,0.432,5458.28,336.84,1810.44,216.39,210526.31,625.0,200000.0,1001.0,6558.58,462.14,0.0,371.95,486953.47,1053.69,200000.0,1001.0,15.432,5458.28,336.84,1810.44,216.39,210526.31,625.0,117.31726,13642.192,HPDM250,48x4_2_4000_46_670
15.0,0.44,5040.14,324.59,1897.42,224.96,210526.31,648.59,200000.0,1001.0,6008.81,440.15,0.0,371.95,463782.0,1053.69,200000.0,1001.0,15.44,5040.14,324.59,1897.42,224.96,210526.31,648.59,122.88989,13635.124,HPDM250,48x5_2_4000_51_810
15.0,0.617,4013.43,295.59,2138.72,248.05,210526.31,712.23,200000.0,1001.0,4661.72,386.27,2530.49,371.95,407005.72,1053.69,200000.0,1001.0,15.617,4013.43,295.59,2138.72,248.05,210526.31,712.23,136.9482,13480.587,HPDM250,55x5_2_3600_51_1080
15.0,0.831,3529.75,282.5,2256.02,260.02,210526.31,745.23,200000.0,1001.0,4006.18,360.05,2662.03,371.95,379376.44,1053.69,200000.0,1001.0,15.831,3529.75,282.5,2256.02,260.02,210526.31,745.23,142.50647,13298.359,HPDM250,62x5_2_3200_46_1150
15.0,1.104,2723.95,261.57,2324.28,281.66,210526.31,804.85,200000.0,1001.0,3051.63,321.87,2815.29,371.95,339144.8,1053.69,200000.0,1001.0,16.104,2723.95,261.57,2324.28,281.66,210526.31,804.85,144.32936,13072.921,HPDM250,69x6_2_3000_51_1700
15.0,1.418,2406.48,253.64,2342.17,290.79,210526.31,830.0,200000.0,1001.0,2652.69,305.91,2788.11,371.95,322330.28,1053.69,200000.0,1001.0,16.418,2406.48,253.64,2342.17,290.79,210526.31,830.0,142.65866,12822.896,HPDM250,76x6_2_2400_41_1420
7.2,2.145,623.0,208.24,1010.94,59.58,30526.32,146.59,29000.0,150.0,647.2,223.2,1011.45,64.31,35242.74,157.89,29000.0,150.0,9.345,623.0,208.24,1010.94,59.58,30526.32,146.59,108.17978,3266.594,Emrax188MV,76x10_3_2000_51_2000
9.3,2.145,720.18,278.11,1013.02,79.7,43157.89,155.18,41000.0,160.0,751.05,300.06,1013.68,86.7,50536.68,168.42,41000.0,160.0,11.445,720.18,278.11,1013.02,79.7,43157.89,155.18,88.51202,3770.8948,Emrax208MV,76x10_3_2000_51_2000
12.3,2.145,888.1,429.97,1016.62,121.4,65263.16,151.79,62000.0,160.0,936.7,472.65,1017.66,135.12,79604.91,168.42,62000.0,160.0,14.445,888.1,429.97,1016.62,121.4,65263.16,151.79,70.37868,4518.045,Emrax228MV,76x10_3_2000_51_2000
20.3,0.432,4521.39,1354.27,1325.85,127.54,90526.32,66.84,86000.0,125.0,5795.69,1975.93,2075.27,258.04,259990.81,131.58,86000.0,125.0,20.732,4521.39,1354.27,1325.85,127.54,90526.32,66.84,63.951862,4366.502,Emrax268HV,48x4_2_4000_46_670
20.3,0.44,4091.65,1279.27,1353.64,135.44,90526.32,70.76,86000.0,125.0,5290.44,1863.65,2192.61,258.04,245217.61,131.58,86000.0,125.0,20.74,4091.65,1279.27,1353.64,135.44,90526.32,70.76,65.26712,4364.818,Emrax268HV,48x5_2_4000_51_810
20.3,0.617,3284.62,1143.76,1484.86,152.34,90526.32,79.15,86000.0,125.0,4078.99,1594.44,2142.69,258.04,209795.17,131.58,86000.0,125.0,20.917,3284.62,1143.76,1484.86,152.34,90526.32,79.15,70.98819,4327.883,Emrax268HV,55x5_2_3600_51_1080
20.3,0.831,2918.25,1084.83,1568.23,161.01,90526.32,83.45,86000.0,125.0,3519.77,1470.17,1916.03,258.04,193443.69,131.58,86000.0,125.0,21.131,2918.25,1084.83,1568.23,161.01,90526.32,83.45,74.21466,4284.0527,Emrax268HV,62x5_2_3200_46_1150
20.3,1.418,1975.71,941.7,1571.16,186.58,90526.32,96.13,86000.0,125.0,2281.13,1194.92,1945.04,258.04,157226.14,131.58,86000.0,125.0,21.718,1975.71,941.7,1571.16,186.58,90526.32,96.13,72.34368,4168.262,Emrax268HV,76x6_2_2400_41_1420
20.3,0.3,5625.92,421.26,1357.75,127.54,112631.58,267.37,107000.0,500.0,7206.5,614.36,0.0,258.04,323348.06,526.32,107000.0,500.0,20.6,5625.92,421.26,1357.75,127.54,112631.58,267.37,65.910194,5467.5522,Emrax268LV,41x4_2_4600_51_580
20.3,0.44,4261.93,362.95,1359.22,149.18,112631.58,310.32,107000.0,500.0,5290.44,507.91,2192.61,258.04,267322.88,526.32,107000.0,500.0,20.74,4261.93,362.95,1359.22,149.18,112631.58,310.32,65.53616,5430.645,Emrax268LV,48x5_2_4000_51_810
20.3,0.617,3400.56,328.38,1489.72,165.65,112631.58,342.99,107000.0,500.0,4078.99,440.61,2142.69,258.04,231900.44,526.32,107000.0,500.0,20.917,3400.56,328.38,1489.72,165.65,112631.58,342.99,71.220535,5384.691,Emrax268LV,55x5_2_3600_51_1080
20.3,0.831,3013.36,313.49,1573.39,173.86,112631.58,359.28,107000.0,500.0,3519.77,409.54,1916.03,258.04,215548.95,526.32,107000.0,500.0,21.131,3013.36,313.49,1573.39,173.86,112631.58,359.28,74.458855,5330.1587,Emrax268LV,62x5_2_3200_46_1150
20.3,1.418,2024.91,277.52,1574.41,197.33,112631.58,405.86,107000.0,500.0,2281.13,340.73,1945.04,258.04,179331.4,526.32,107000.0,500.0,21.718,2024.91,277.52,1574.41,197.33,112631.58,405.86,72.493324,5186.0938,Emrax268LV,76x6_2_2400_41_1420
41.5,0.831,3205.94,1621.26,1895.43,201.87,89473.68,55.19,85000.0,140.0,4615.01,2613.67,3540.32,565.45,385172.25,147.37,85000.0,140.0,42.331,3205.94,1621.26,1895.43,201.87,89473.68,55.19,44.776405,2113.668,Emrax348HV,62x5_2_3200_46_1150
41.5,0.84,2906.99,1508.3,1909.17,218.17,89473.68,59.32,85000.0,140.0,4207.32,2436.41,3744.37,565.45,359050.12,147.37,85000.0,140.0,42.34,2906.99,1508.3,1909.17,218.17,89473.68,59.32,45.091404,2113.2188,Emrax348HV,62x6_2_3200_51_1390
41.5,1.113,2327.03,1296.15,1932.33,256.46,89473.68,69.03,85000.0,140.0,3268.2,2028.1,3447.04,565.45,298877.47,147.37,85000.0,140.0,42.613,2327.03,1296.15,1932.33,256.46,89473.68,69.03,45.34602,2099.6804,Emrax348HV,69x7_2_2800_51_1730
41.5,1.418,2286.92,1281.88,1945.51,259.5,89473.68,69.8,85000.0,140.0,3109.49,1959.1,3302.07,565.45,288709.03,147.37,85000.0,140.0,42.918,2286.92,1281.88,1945.51,259.5,89473.68,69.8,45.330864,2084.7588,Emrax348HV,76x6_2_2400_41_1420
41.5,2.228,1647.64,1063.1,2217.72,316.15,89473.68,84.16,85000.0,140.0,2121.74,1529.64,3321.89,565.45,225420.64,147.37,85000.0,140.0,43.728,1647.64,1063.1,2217.72,316.15,89473.68,84.16,50.716248,2046.1416,Emrax348HV,90x8_2_2000_41_2000
41.5,1.113,2542.86,1076.92,2380.4,311.23,135789.47,126.09,129000.0,210.0,3248.4,1542.4,3444.73,557.37,340951.62,221.05,129000.0,210.0,42.613,2542.86,1076.92,2380.4,311.23,135789.47,126.09,55.860886,3186.5737,Emrax348MV,69x7_2_2800_51_1730
41.5,0.617,4327.85,671.52,2506.8,298.56,221052.62,329.18,210000.0,550.0,5304.24,938.76,3361.67,536.47,543494.3,578.95,210000.0,550.0,42.117,4327.85,671.52,2506.8,298.56,221052.62,329.18,59.51991,5248.537,Emrax348LV,55x5_2_3600_51_1080
41.5,1.418,2650.09,545.51,2787.8,370.99,221052.62,405.22,210000.0,550.0,3048.02,701.86,3293.59,536.47,406339.88,578.95,210000.0,550.0,42.918,2650.09,545.51,2787.8,370.99,221052.62,405.22,64.95643,5150.581,Emrax348LV,76x6_2_2400_41_1420
41.5,1.793,2231.05,516.51,2820.57,392.66,221052.62,427.97,210000.0,550.0,2522.66,646.7,3367.7,536.47,374404.0,578.95,210000.0,550.0,43.293,2231.05,516.51,2820.57,392.66,221052.62,427.97,65.15072,5105.967,Emrax348LV,83x7_2_2200_41_1710
26.2,0.617,3260.52,842.11,1483.84,149.67,73684.21,87.5,70000.0,175.0,4454.47,1290.89,2515.78,325.13,237796.44,184.21,70000.0,175.0,26.817,3260.52,842.11,1483.84,149.67,73684.21,87.5,55.332066,2747.668,Reb90,55x5_2_3600_51_1080
26.2,0.831,2916.91,786.75,1568.15,160.84,73684.21,93.66,70000.0,175.0,3833.16,1166.63,2279.72,325.13,214905.98,184.21,70000.0,175.0,27.031,2916.91,786.75,1568.15,160.84,73684.21,93.66,58.013023,2725.915,Reb90,62x5_2_3200_46_1150
26.2,1.418,2021.15,650.28,1574.16,196.5,73684.21,113.31,70000.0,175.0,2515.68,903.14,2352.96,325.13,166367.33,184.21,70000.0,175.0,27.618,2021.15,650.28,1574.16,196.5,73684.21,113.31,56.997612,2667.9778,Reb90,76x6_2_2400_41_1420
26.2,2.228,1412.63,565.47,1750.03,227.33,73684.21,130.3,70000.0,175.0,1668.4,733.68,2219.41,325.13,135151.44,184.21,70000.0,175.0,28.428,1412.63,565.47,1750.03,227.33,73684.21,130.3,61.56008,2591.959,Reb90,90x8_2_2000_41_2000
21.499,0.831,2587.03,735.07,1269.77,123.42,52631.58,71.6,50000.0,125.0,3381.83,1076.37,1906.98,232.24,141626.98,131.58,50000.0,125.0,22.33,2587.03,735.07,1269.77,123.42,52631.58,71.6,56.86386,2356.9897,Rex90,62x5_2_3200_46_1150
21.499,1.428,1563.29,585.79,1349.66,156.52,52631.58,89.85,50000.0,125.0,1885.6,777.12,1766.79,232.24,102252.64,131.58,50000.0,125.0,22.927,1563.29,585.79,1349.66,156.52,52631.58,89.85,58.86771,2295.6157,Rex90,76x7_2_2600_51_2000
19.5,1.104,1918.39,635.46,1142.91,129.4,47368.42,74.54,45000.0,112.5,2395.11,879.02,1502.59,209.02,104094.61,118.42,45000.0,112.5,20.604,1918.39,635.46,1142.91,129.4,47368.42,74.54,55.4703,2298.9915,Reb60,69x6_2_3000_51_1700
19.5,1.113,1728.39,608.58,1167.41,135.37,47368.42,77.83,45000.0,112.5,2119.36,823.87,1530.52,209.02,97563.72,118.42,45000.0,112.5,20.613,1728.39,608.58,1167.41,135.37,47368.42,77.83,56.634647,2297.9878,Reb60,69x7_2_2800_51_1730
19.5,1.418,1704.62,605.27,1239.78,136.15,47368.42,78.26,45000.0,112.5,2076.59,815.32,1577.83,209.02,96550.77,118.42,45000.0,112.5,20.918,1704.62,605.27,1239.78,136.15,47368.42,78.26,59.268574,2264.4812,Reb60,76x6_2_2400_41_1420
16.2,1.104,1834.04,623.45,1139.33,117.34,42105.26,67.54,40000.0,100.0,2267.29,853.46,1495.49,185.79,89837.61,105.26,40000.0,100.0,17.304,1834.04,623.45,1139.33,117.34,42105.26,67.54,65.842,2433.2673,Reb50,69x6_2_3000_51_1700
16.2,1.793,1355.27,557.86,1142.44,131.75,42105.26,75.48,40000.0,100.0,1590.82,718.16,1493.22,185.79,75596.11,105.26,40000.0,100.0,17.993,1355.27,557.86,1142.44,131.75,42105.26,75.48,63.49358,2340.091,Reb50,83x7_2_2200_41_1710
