Motor.Weight,Propeller.Weight,MaxPower.OmegaRpm,MaxPower.Voltage,MaxPower.Thrust,MaxPower.Torque,MaxPower.Power,MaxPower.Current,MaxPower.MaxPower,MaxPower.MaxCurrent,MaxAmps.OmegaRpm,MaxAmps.Voltage,MaxAmps.Thrust,MaxAmps.Torque,MaxAmps.Power,MaxAmps.Current,MaxAmps.MaxPower,MaxAmps.MaxCurrent,Combined.Weight,Combined.MaxOmegaRpm,Combined.MaxVoltage,Combined.MaxThrust,Combined.MaxTorque,Combined.MaxPower,Combined.MaxCurrent,Combined.MaxThrustPerWeight,Combined.MaxPowerPerWeight,Motor.Name,Propeller.Name
0.64,2.145,324.41,19.3,1004.54,16.1,4636.84,240.3,4405.0,85.0,197.72,7.75,1001.82,5.97,693.83,89.47,4405.0,85.0,2.785,197.72,7.75,1001.82,5.97,693.83,89.47,359.71994,249.13106,KDE7215XF-135,76x10_3_2000_51_2000
0.64,3.363,201.75,18.82,1006.86,16.52,4636.84,246.41,4405.0,85.0,121.35,7.19,1005.17,5.97,643.22,89.47,4405.0,85.0,4.003,121.35,7.19,1005.17,5.97,643.22,89.47,251.10417,160.6845,KDE7215XF-135,90x12_3_1400_46_2000
0.845,2.145,413.31,17.28,1006.44,26.16,5994.74,346.85,5695.0,110.0,238.44,6.61,1002.69,8.69,765.02,115.79,5695.0,110.0,2.99,238.44,6.61,1002.69,8.69,765.02,115.79,335.34784,255.85953,KDE8218XF-120,76x10_3_2000_51_2000
0.845,3.363,259.26,16.58,1008.08,27.27,5994.74,361.48,5695.0,110.0,146.37,5.84,1005.7,8.69,676.18,115.79,5695.0,110.0,4.208,146.37,5.84,1005.7,8.69,676.18,115.79,238.99715,160.68916,KDE8218XF-120,90x12_3_1400_46_2000
1.18,2.145,525.61,15.75,1008.85,42.36,7742.11,491.63,7355.0,142.0,289.46,6.02,1003.79,12.82,900.25,149.47,7355.0,142.0,3.325,289.46,6.02,1003.79,12.82,900.25,149.47,301.89172,270.7519,KDE10218XF-105,76x10_3_2000_51_2000
1.18,3.363,334.51,14.7,1009.66,45.4,7742.11,526.8,7355.0,142.0,177.73,4.96,1006.36,12.82,741.19,149.47,7355.0,142.0,4.543,177.73,4.96,1006.36,12.82,741.19,149.47,221.51881,163.1499,KDE10218XF-105,90x12_3_1400_46_2000
2.12,3.363,457.29,13.29,1012.25,84.85,9615.79,723.51,9135.0,150.0,211.88,3.97,1007.08,18.22,626.52,157.89,9135.0,150.0,5.483,211.88,3.97,1007.08,18.22,626.52,157.89,183.67317,114.265915,KDE13218XF-105,90x12_3_1400_46_2000
0.128,0.172,497.23,5.37,28.58,1.26,526.32,98.05,500.0,25.0,255.4,1.61,28.57,0.33,42.5,26.32,500.0,25.0,0.3,255.4,1.61,28.57,0.33,42.5,26.32,95.23333,141.66667,U3 KV700,27x10_2_2000_51_80
0.128,0.218,488.17,5.36,29.97,1.27,526.32,98.18,500.0,25.0,250.54,1.61,29.94,0.33,42.31,26.32,500.0,25.0,0.346,250.54,1.61,29.94,0.33,42.31,26.32,86.53179,122.28323,U3 KV700,27x10_3_2000_51_80
0.128,0.189,446.01,5.33,27.11,1.27,526.32,98.77,500.0,25.0,228.28,1.58,27.1,0.33,41.48,26.32,500.0,25.0,0.317,228.28,1.58,27.1,0.33,41.48,26.32,85.48896,130.85173,U3 KV700,27x11_2_1800_51_70
0.128,0.173,463.55,5.34,17.42,1.27,526.32,98.52,500.0,25.0,237.54,1.59,17.41,0.33,41.82,26.32,500.0,25.0,0.301,237.54,1.59,17.41,0.33,41.82,26.32,57.84053,138.93687,U3 KV700,27x12_2_1600_51_50
0.128,0.175,445.93,5.33,9.69,1.27,526.32,98.77,500.0,25.0,228.15,1.58,9.68,0.33,41.47,26.32,500.0,25.0,0.303,228.15,1.58,9.68,0.33,41.47,26.32,31.947195,136.86469,U3 KV700,27x13_2_1200_41_30
0.128,0.222,434.53,5.32,10.21,1.28,526.32,98.93,500.0,25.0,222.06,1.57,10.2,0.33,41.24,26.32,500.0,25.0,0.35,222.06,1.57,10.2,0.33,41.24,26.32,29.142857,117.828575,U3 KV700,27x13_3_1200_41_30
0.128,0.17,449.38,5.33,12.06,1.27,526.32,98.72,500.0,25.0,230.07,1.58,12.05,0.33,41.54,26.32,500.0,25.0,0.298,230.07,1.58,12.05,0.33,41.54,26.32,40.43624,139.39597,U3 KV700,27x14_2_1400_51_40
0.128,0.217,437.5,5.32,12.7,1.27,526.32,98.89,500.0,25.0,223.72,1.57,12.69,0.33,41.31,26.32,500.0,25.0,0.345,223.72,1.57,12.69,0.33,41.31,26.32,36.782608,119.73913,U3 KV700,27x14_3_1400_51_40
0.128,0.177,426.03,5.31,8.48,1.28,526.32,99.05,500.0,25.0,217.72,1.56,8.47,0.33,41.08,26.32,500.0,25.0,0.305,217.72,1.56,8.47,0.33,41.08,26.32,27.770493,134.68852,U3 KV700,27x16_2_1200_51_30
0.128,0.223,414.03,5.3,8.93,1.28,526.32,99.22,500.0,25.0,211.38,1.55,8.92,0.33,40.84,26.32,500.0,25.0,0.351,211.38,1.55,8.92,0.33,40.84,26.32,25.413105,116.35328,U3 KV700,27x16_3_1200_51_30
0.128,0.16,579.0,5.43,35.48,1.25,526.32,96.92,500.0,25.0,299.11,1.68,35.46,0.33,44.14,26.32,500.0,25.0,0.288,299.11,1.68,35.46,0.33,44.14,26.32,123.125,153.26389,U3 KV700,27x8_2_2400_51_100
0.128,0.17,524.09,5.39,34.73,1.26,526.32,97.68,500.0,25.0,269.72,1.64,34.72,0.33,43.03,26.32,500.0,25.0,0.298,269.72,1.64,34.72,0.33,43.03,26.32,116.51007,144.39597,U3 KV700,27x9_2_2200_51_90
0.128,0.242,339.99,5.25,62.3,1.29,526.32,100.27,500.0,25.0,172.76,1.5,62.28,0.33,39.39,26.32,500.0,25.0,0.37,172.76,1.5,62.28,0.33,39.39,26.32,168.32433,106.45946,U3 KV700,34x10_2_2000_51_170
0.128,0.326,325.22,5.24,68.58,1.3,526.32,100.49,500.0,25.0,165.04,1.49,68.56,0.33,39.1,26.32,500.0,25.0,0.454,165.04,1.49,68.56,0.33,39.1,26.32,151.01321,86.123344,U3 KV700,34x10_3_2000_51_180
0.128,0.256,302.88,5.22,59.12,1.3,526.32,100.81,500.0,25.0,153.51,1.47,59.11,0.33,38.67,26.32,500.0,25.0,0.384,153.51,1.47,59.11,0.33,38.67,26.32,153.9323,100.703125,U3 KV700,34x11_2_1800_51_150
0.128,0.341,287.97,5.21,65.84,1.3,526.32,101.02,500.0,25.0,145.78,1.46,65.82,0.33,38.38,26.32,500.0,25.0,0.469,145.78,1.46,65.82,0.33,38.38,26.32,140.34116,81.83369,U3 KV700,34x11_3_1800_51_160
0.128,0.259,282.94,5.21,46.65,1.3,526.32,101.09,500.0,25.0,143.18,1.45,46.64,0.33,38.28,26.32,500.0,25.0,0.387,143.18,1.45,46.64,0.33,38.28,26.32,120.51679,98.91473,U3 KV700,34x12_2_1600_51_130
0.128,0.338,277.97,5.2,48.96,1.3,526.32,101.17,500.0,25.0,140.62,1.45,48.95,0.33,38.18,26.32,500.0,25.0,0.466,140.62,1.45,48.95,0.33,38.18,26.32,105.042915,81.93133,U3 KV700,34x12_3_1600_51_130
0.128,0.251,286.18,5.21,23.73,1.3,526.32,101.05,500.0,25.0,144.82,1.46,23.72,0.33,38.34,26.32,500.0,25.0,0.379,144.82,1.46,23.72,0.33,38.34,26.32,62.58575,101.16095,U3 KV700,34x13_2_1200_41_70
0.128,0.27,262.13,5.19,38.16,1.31,526.32,101.4,500.0,25.0,132.46,1.44,38.15,0.33,37.87,26.32,500.0,25.0,0.398,132.46,1.44,38.15,0.33,37.87,26.32,95.85427,95.15076,U3 KV700,34x14_2_1400_51_100
0.128,0.26,261.28,5.19,17.03,1.31,526.32,101.41,500.0,25.0,131.99,1.44,17.03,0.33,37.86,26.32,500.0,25.0,0.388,131.99,1.44,17.03,0.33,37.86,26.32,43.891754,97.57732,U3 KV700,34x15_2_1000_41_50
0.128,0.27,247.82,5.18,26.09,1.31,526.32,101.6,500.0,25.0,125.1,1.43,26.08,0.33,37.6,26.32,500.0,25.0,0.398,125.1,1.43,26.08,0.33,37.6,26.32,65.52764,94.47236,U3 KV700,34x16_2_1200_51_80
0.128,0.349,241.49,5.18,27.44,1.31,526.32,101.69,500.0,25.0,121.83,1.42,27.42,0.33,37.47,26.32,500.0,25.0,0.477,121.83,1.42,27.42,0.33,37.47,26.32,57.484276,78.55346,U3 KV700,34x16_3_1200_51_80
0.128,0.273,237.34,5.17,17.85,1.31,526.32,101.75,500.0,25.0,119.71,1.42,17.84,0.33,37.4,26.32,500.0,25.0,0.401,119.71,1.42,17.84,0.33,37.4,26.32,44.488777,93.26683,U3 KV700,34x17_2_1000_46_60
0.128,0.353,230.84,5.17,18.79,1.31,526.32,101.85,500.0,25.0,116.37,1.42,18.78,0.33,37.27,26.32,500.0,25.0,0.481,116.37,1.42,18.78,0.33,37.27,26.32,39.04366,77.484406,U3 KV700,34x17_3_1000_46_60
0.128,0.262,248.41,5.18,15.03,1.31,526.32,101.59,500.0,25.0,125.39,1.43,15.03,0.33,37.61,26.32,500.0,25.0,0.39,125.39,1.43,15.03,0.33,37.61,26.32,38.53846,96.4359,U3 KV700,34x19_2_1000_51_50
0.128,0.279,223.51,5.16,10.2,1.31,526.32,101.96,500.0,25.0,112.61,1.41,10.19,0.33,37.13,26.32,500.0,25.0,0.407,112.61,1.41,10.19,0.33,37.13,26.32,25.036856,91.2285,U3 KV700,34x22_2_800_46_40
0.128,0.202,796.74,5.6,182.87,1.21,526.32,93.96,500.0,25.0,421.12,1.85,182.32,0.33,48.73,26.32,500.0,25.0,0.33,421.12,1.85,182.32,0.33,48.73,26.32,552.48486,147.66667,U3 KV700,34x4_2_4800_51_370
0.128,0.209,660.05,5.49,166.57,1.23,526.32,95.8,500.0,25.0,343.32,1.74,166.17,0.33,45.8,26.32,500.0,25.0,0.337,343.32,1.74,166.17,0.33,45.8,26.32,493.08606,135.90504,U3 KV700,34x5_2_4200_51_340
0.128,0.22,524.09,5.39,137.11,1.26,526.32,97.68,500.0,25.0,269.82,1.64,137.0,0.33,43.04,26.32,500.0,25.0,0.348,269.82,1.64,137.0,0.33,43.04,26.32,393.67816,123.67816,U3 KV700,34x6_2_3400_51_290
0.128,0.302,501.15,5.37,150.81,1.26,526.32,98.0,500.0,25.0,257.58,1.62,150.66,0.33,42.58,26.32,500.0,25.0,0.43,257.58,1.62,150.66,0.33,42.58,26.32,350.3721,99.023254,U3 KV700,34x6_3_3400_51_310
0.128,0.231,430.4,5.32,110.12,1.28,526.32,98.99,500.0,25.0,220.07,1.56,110.09,0.33,41.17,26.32,500.0,25.0,0.359,220.07,1.56,110.09,0.33,41.17,26.32,306.65738,114.679665,U3 KV700,34x7_2_2800_51_250
0.128,0.315,408.78,5.3,122.86,1.28,526.32,99.3,500.0,25.0,208.69,1.55,122.83,0.33,40.74,26.32,500.0,25.0,0.443,208.69,1.55,122.83,0.33,40.74,26.32,277.26862,91.96388,U3 KV700,34x7_3_2800_51_270
0.128,0.236,384.96,5.28,85.89,1.28,526.32,99.63,500.0,25.0,196.22,1.53,85.86,0.33,40.27,26.32,500.0,25.0,0.364,196.22,1.53,85.86,0.33,40.27,26.32,235.87912,110.63187,U3 KV700,34x8_2_2400_51_210
0.128,0.318,371.33,5.27,93.39,1.29,526.32,99.83,500.0,25.0,189.05,1.52,93.39,0.33,40.0,26.32,500.0,25.0,0.446,189.05,1.52,93.39,0.33,40.0,26.32,209.39462,89.6861,U3 KV700,34x8_3_2400_51_220
0.128,0.239,362.31,5.27,73.98,1.29,526.32,99.96,500.0,25.0,184.38,1.51,73.96,0.33,39.83,26.32,500.0,25.0,0.367,184.38,1.51,73.96,0.33,39.83,26.32,201.52588,108.52861,U3 KV700,34x9_2_2200_51_190
0.128,0.322,348.67,5.26,80.84,1.29,526.32,100.15,500.0,25.0,177.28,1.5,80.81,0.33,39.56,26.32,500.0,25.0,0.45,177.28,1.5,80.81,0.33,39.56,26.32,179.57777,87.91111,U3 KV700,34x9_3_2200_51_200
0.128,0.35,243.31,5.18,127.29,1.31,526.32,101.67,500.0,25.0,122.95,1.43,127.29,0.33,37.52,26.32,500.0,25.0,0.478,122.95,1.43,127.29,0.33,37.52,26.32,266.29706,78.49372,U3 KV700,41x10_2_2000_51_310
0.128,0.356,223.42,5.16,108.03,1.31,526.32,101.96,500.0,25.0,112.72,1.41,108.0,0.33,37.13,26.32,500.0,25.0,0.484,112.72,1.41,108.0,0.33,37.13,26.32,223.1405,76.714874,U3 KV700,41x11_2_1800_51_280
0.128,0.359,208.55,5.15,85.85,1.32,526.32,102.17,500.0,25.0,105.08,1.4,85.85,0.33,36.85,26.32,500.0,25.0,0.487,105.08,1.4,85.85,0.33,36.85,26.32,176.28337,75.66735,U3 KV700,41x12_2_1600_51_240
0.128,0.372,191.69,5.14,55.07,1.32,526.32,102.42,500.0,25.0,96.39,1.39,55.04,0.33,36.52,26.32,500.0,25.0,0.5,96.39,1.39,55.04,0.33,36.52,26.32,110.08,73.04,U3 KV700,41x13_2_1200_41_140
0.128,0.374,185.2,5.13,75.04,1.32,526.32,102.52,500.0,25.0,93.15,1.38,75.02,0.33,36.4,26.32,500.0,25.0,0.502,93.15,1.38,75.02,0.33,36.4,26.32,149.44223,72.50996,U3 KV700,41x14_2_1400_51_200
0.128,0.375,173.31,5.13,52.55,1.32,526.32,102.69,500.0,25.0,87.07,1.37,52.54,0.33,36.17,26.32,500.0,25.0,0.503,87.07,1.37,52.54,0.33,36.17,26.32,104.45328,71.90855,U3 KV700,41x16_2_1200_51_160
0.128,0.39,162.93,5.12,40.13,1.33,526.32,102.84,500.0,25.0,81.77,1.37,40.12,0.33,35.97,26.32,500.0,25.0,0.518,81.77,1.37,40.12,0.33,35.97,26.32,77.45174,69.440155,U3 KV700,41x17_2_1000_46_110
0.128,0.393,154.79,5.11,39.25,1.33,526.32,102.96,500.0,25.0,77.65,1.36,39.24,0.33,35.81,26.32,500.0,25.0,0.521,77.65,1.36,39.24,0.33,35.81,26.32,75.316696,68.73321,U3 KV700,41x19_2_1000_51_120
0.128,0.392,154.46,5.11,22.72,1.33,526.32,102.97,500.0,25.0,77.46,1.36,22.71,0.33,35.81,26.32,500.0,25.0,0.52,77.46,1.36,22.71,0.33,35.81,26.32,43.673077,68.86539,U3 KV700,41x22_2_800_46_70
0.128,0.401,144.71,5.1,22.77,1.33,526.32,103.11,500.0,25.0,72.53,1.35,22.76,0.33,35.62,26.32,500.0,25.0,0.529,72.53,1.35,22.76,0.33,35.62,26.32,43.024574,67.334595,U3 KV700,41x24_2_800_51_80
0.128,0.3,609.41,5.45,279.58,1.24,526.32,96.5,500.0,25.0,316.83,1.7,278.01,0.33,44.81,26.32,500.0,25.0,0.428,316.83,1.7,278.01,0.33,44.81,26.32,649.5561,104.69626,U3 KV700,41x4_2_4600_51_580
0.128,0.306,532.6,5.39,274.01,1.26,526.32,97.56,500.0,25.0,275.15,1.64,273.02,0.33,43.24,26.32,500.0,25.0,0.434,275.15,1.64,273.02,0.33,43.24,26.32,629.07837,99.63134,U3 KV700,41x5_2_4200_51_560
0.128,0.319,404.46,5.3,244.45,1.28,526.32,99.36,500.0,25.0,206.95,1.55,244.11,0.33,40.67,26.32,500.0,25.0,0.447,206.95,1.55,244.11,0.33,40.67,26.32,546.10736,90.98434,U3 KV700,41x6_2_3400_51_500
0.128,0.45,388.46,5.29,265.15,1.28,526.32,99.58,500.0,25.0,198.59,1.53,264.65,0.33,40.36,26.32,500.0,25.0,0.578,198.59,1.53,264.65,0.33,40.36,26.32,457.87198,69.82699,U3 KV700,41x6_3_3400_51_530
0.128,0.331,326.1,5.24,202.65,1.3,526.32,100.47,500.0,25.0,165.84,1.49,202.53,0.33,39.13,26.32,500.0,25.0,0.459,165.84,1.49,202.53,0.33,39.13,26.32,441.24182,85.25054,U3 KV700,41x7_2_2800_51_430
0.128,0.464,311.65,5.23,223.08,1.3,526.32,100.68,500.0,25.0,158.42,1.48,222.92,0.33,38.85,26.32,500.0,25.0,0.592,158.42,1.48,222.92,0.33,38.85,26.32,376.55405,65.625,U3 KV700,41x7_3_2800_51_460
0.128,0.342,278.82,5.2,169.71,1.3,526.32,101.15,500.0,25.0,141.31,1.45,169.67,0.33,38.21,26.32,500.0,25.0,0.47,141.31,1.45,169.67,0.33,38.21,26.32,361.0,81.297874,U3 KV700,41x8_2_2400_51_380
0.128,0.473,268.64,5.2,184.5,1.31,526.32,101.3,500.0,25.0,136.11,1.44,184.46,0.33,38.01,26.32,500.0,25.0,0.601,136.11,1.44,184.46,0.33,38.01,26.32,306.92178,63.24459,U3 KV700,41x8_3_2400_51_400
0.128,0.347,258.77,5.19,150.39,1.31,526.32,101.44,500.0,25.0,130.94,1.44,150.35,0.33,37.82,26.32,500.0,25.0,0.475,130.94,1.44,150.35,0.33,37.82,26.32,316.5263,79.621056,U3 KV700,41x9_2_2200_51_350
0.128,0.491,185.16,5.13,225.37,1.32,526.32,102.52,500.0,25.0,93.82,1.38,225.33,0.33,36.42,26.32,500.0,25.0,0.619,93.82,1.38,225.33,0.33,36.42,26.32,364.0226,58.836834,U3 KV700,48x10_2_2000_51_510
0.128,0.498,169.67,5.12,193.52,1.32,526.32,102.74,500.0,25.0,85.83,1.37,193.49,0.33,36.12,26.32,500.0,25.0,0.626,85.83,1.37,193.49,0.33,36.12,26.32,309.08945,57.69968,U3 KV700,48x11_2_1800_51_460
0.128,0.504,156.4,5.11,158.02,1.33,526.32,102.94,500.0,25.0,78.94,1.36,157.99,0.33,35.86,26.32,500.0,25.0,0.632,78.94,1.36,157.99,0.33,35.86,26.32,249.98418,56.740505,U3 KV700,48x12_2_1600_51_400
0.128,0.508,148.08,5.11,90.96,1.33,526.32,103.06,500.0,25.0,74.32,1.36,90.96,0.33,35.69,26.32,500.0,25.0,0.636,74.32,1.36,90.96,0.33,35.69,26.32,143.01888,56.116352,U3 KV700,48x13_2_1200_41_240
0.128,0.513,141.09,5.1,126.96,1.33,526.32,103.16,500.0,25.0,71.07,1.35,126.93,0.33,35.57,26.32,500.0,25.0,0.641,71.07,1.35,126.93,0.33,35.57,26.32,198.01872,55.49142,U3 KV700,48x14_2_1400_51_350
0.128,0.529,126.64,5.09,73.38,1.33,526.32,103.38,500.0,25.0,63.46,1.34,73.36,0.33,35.28,26.32,500.0,25.0,0.657,63.46,1.34,73.36,0.33,35.28,26.32,111.65906,53.69863,U3 KV700,48x15_2_1000_41_190
0.128,0.535,122.31,5.09,108.78,1.33,526.32,103.44,500.0,25.0,61.51,1.34,108.76,0.33,35.21,26.32,500.0,25.0,0.663,61.51,1.34,108.76,0.33,35.21,26.32,164.04224,53.10709,U3 KV700,48x16_2_1200_51_290
0.128,0.535,118.09,5.09,73.79,1.33,526.32,103.5,500.0,25.0,59.19,1.33,73.78,0.33,35.12,26.32,500.0,25.0,0.663,59.19,1.33,73.78,0.33,35.12,26.32,111.28205,52.971344,U3 KV700,48x17_2_1000_46_210
0.128,0.533,113.86,5.08,70.31,1.34,526.32,103.56,500.0,25.0,57.08,1.33,70.28,0.33,35.04,26.32,500.0,25.0,0.661,57.08,1.33,70.28,0.33,35.04,26.32,106.32375,53.01059,U3 KV700,48x19_2_1000_51_220
0.128,0.548,106.62,5.08,47.68,1.34,526.32,103.67,500.0,25.0,53.34,1.33,47.67,0.33,34.9,26.32,500.0,25.0,0.676,53.34,1.33,47.67,0.33,34.9,26.32,70.51775,51.62722,U3 KV700,48x22_2_800_46_140
0.128,0.546,105.22,5.08,26.04,1.34,526.32,103.69,500.0,25.0,52.58,1.33,26.04,0.33,34.87,26.32,500.0,25.0,0.674,52.58,1.33,26.04,0.33,34.87,26.32,38.635014,51.735905,U3 KV700,48x23_2_600_36_80
0.128,0.549,102.41,5.07,45.54,1.34,526.32,103.73,500.0,25.0,51.23,1.32,45.53,0.33,34.82,26.32,500.0,25.0,0.677,51.23,1.32,45.53,0.33,34.82,26.32,67.25259,51.432793,U3 KV700,48x24_2_800_51_150
0.128,0.56,100.58,5.07,25.42,1.34,526.32,103.76,500.0,25.0,50.25,1.32,25.41,0.33,34.78,26.32,500.0,25.0,0.688,50.25,1.32,25.41,0.33,34.78,26.32,36.93314,50.552326,U3 KV700,48x26_2_600_41_80
0.128,0.546,100.52,5.07,22.06,1.34,526.32,103.76,500.0,25.0,50.23,1.32,22.05,0.33,34.78,26.32,500.0,25.0,0.674,50.23,1.32,22.05,0.33,34.78,26.32,32.715134,51.602375,U3 KV700,48x29_2_600_46_80
0.128,0.553,95.31,5.07,21.51,1.34,526.32,103.84,500.0,25.0,47.61,1.32,21.5,0.33,34.68,26.32,500.0,25.0,0.681,47.61,1.32,21.5,0.33,34.68,26.32,31.571218,50.92511,U3 KV700,48x32_2_600_51_90
0.128,0.44,425.64,5.31,386.5,1.28,526.32,99.06,500.0,25.0,219.08,1.56,384.49,0.33,41.13,26.32,500.0,25.0,0.568,219.08,1.56,384.49,0.33,41.13,26.32,676.919,72.41197,U3 KV700,48x5_2_4000_51_810
0.128,0.452,345.28,5.25,373.15,1.29,526.32,100.2,500.0,25.0,177.66,1.5,372.32,0.33,39.57,26.32,500.0,25.0,0.58,177.66,1.5,372.32,0.33,39.57,26.32,641.931,68.22414,U3 KV700,48x6_2_3400_51_760
0.128,0.466,270.31,5.2,328.29,1.31,526.32,101.28,500.0,25.0,138.39,1.45,328.2,0.33,38.1,26.32,500.0,25.0,0.594,138.39,1.45,328.2,0.33,38.1,26.32,552.52527,64.14141,U3 KV700,48x7_2_2800_51_670
0.128,0.478,220.64,5.16,282.85,1.32,526.32,102.0,500.0,25.0,112.11,1.41,282.72,0.33,37.11,26.32,500.0,25.0,0.606,112.11,1.41,282.72,0.33,37.11,26.32,466.53467,61.237625,U3 KV700,48x8_2_2400_51_600
0.128,0.485,201.47,5.15,257.02,1.32,526.32,102.28,500.0,25.0,102.25,1.4,256.96,0.33,36.74,26.32,500.0,25.0,0.613,102.25,1.4,256.96,0.33,36.74,26.32,419.18433,59.934746,U3 KV700,48x9_2_2200_51_560
0.128,0.667,153.48,5.11,355.63,1.33,526.32,102.98,500.0,25.0,79.13,1.36,355.69,0.33,35.87,26.32,500.0,25.0,0.795,79.13,1.36,355.69,0.33,35.87,26.32,447.4088,45.119495,U3 KV700,55x10_2_2000_51_760
0.128,0.678,134.83,5.1,313.88,1.33,526.32,103.26,500.0,25.0,69.17,1.35,313.88,0.33,35.5,26.32,500.0,25.0,0.806,69.17,1.35,313.88,0.33,35.5,26.32,389.4293,44.044666,U3 KV700,55x11_2_1800_51_700
0.128,0.686,122.49,5.09,263.69,1.33,526.32,103.44,500.0,25.0,62.65,1.34,263.69,0.33,35.25,26.32,500.0,25.0,0.814,62.65,1.34,263.69,0.33,35.25,26.32,323.94348,43.30467,U3 KV700,55x12_2_1600_51_620
0.128,0.69,116.14,5.08,151.47,1.33,526.32,103.53,500.0,25.0,58.47,1.33,151.44,0.33,35.09,26.32,500.0,25.0,0.818,58.47,1.33,151.44,0.33,35.09,26.32,185.13448,42.897312,U3 KV700,55x13_2_1200_41_370
0.128,0.696,110.35,5.08,213.48,1.34,526.32,103.62,500.0,25.0,56.26,1.33,213.45,0.33,35.01,26.32,500.0,25.0,0.824,56.26,1.33,213.45,0.33,35.01,26.32,259.04126,42.487865,U3 KV700,55x14_2_1400_51_540
0.128,0.7,102.25,5.07,110.06,1.34,526.32,103.74,500.0,25.0,51.34,1.32,110.04,0.33,34.82,26.32,500.0,25.0,0.828,51.34,1.32,110.04,0.33,34.82,26.32,132.89854,42.05314,U3 KV700,55x15_2_1000_41_300
0.128,0.704,99.55,5.07,161.45,1.34,526.32,103.78,500.0,25.0,50.51,1.32,161.45,0.33,34.79,26.32,500.0,25.0,0.832,50.51,1.32,161.45,0.33,34.79,26.32,194.05048,41.814903,U3 KV700,55x16_2_1200_51_450
0.128,0.724,90.47,5.07,129.33,1.34,526.32,103.91,500.0,25.0,45.62,1.32,129.31,0.33,34.61,26.32,500.0,25.0,0.852,45.62,1.32,129.31,0.33,34.61,26.32,151.7723,40.622066,U3 KV700,55x17_2_1000_46_330
0.128,0.73,85.01,5.06,129.78,1.34,526.32,103.99,500.0,25.0,43.02,1.31,129.75,0.33,34.51,26.32,500.0,25.0,0.858,43.02,1.31,129.75,0.33,34.51,26.32,151.22377,40.221447,U3 KV700,55x19_2_1000_51_360
0.128,0.726,81.84,5.06,77.96,1.34,526.32,104.04,500.0,25.0,41.04,1.31,77.95,0.33,34.44,26.32,500.0,25.0,0.854,41.04,1.31,77.95,0.33,34.44,26.32,91.276344,40.32787,U3 KV700,55x22_2_800_46_240
0.128,0.746,78.28,5.06,48.62,1.34,526.32,104.09,500.0,25.0,39.09,1.31,48.61,0.33,34.36,26.32,500.0,25.0,0.874,39.09,1.31,48.61,0.33,34.36,26.32,55.617847,39.3135,U3 KV700,55x23_2_600_36_130
0.128,0.754,74.97,5.05,87.8,1.34,526.32,104.14,500.0,25.0,37.7,1.3,87.79,0.33,34.31,26.32,500.0,25.0,0.882,37.7,1.3,87.79,0.33,34.31,26.32,99.53515,38.900227,U3 KV700,55x24_2_800_51_250
0.128,0.745,74.62,5.05,45.87,1.34,526.32,104.15,500.0,25.0,37.27,1.3,45.87,0.33,34.3,26.32,500.0,25.0,0.873,37.27,1.3,45.87,0.33,34.3,26.32,52.542953,39.289806,U3 KV700,55x26_2_600_41_140
0.128,0.744,71.74,5.05,42.98,1.34,526.32,104.19,500.0,25.0,35.83,1.3,42.97,0.33,34.24,26.32,500.0,25.0,0.872,35.83,1.3,42.97,0.33,34.24,26.32,49.277523,39.266056,U3 KV700,55x29_2_600_46_150
0.128,0.762,68.95,5.05,42.9,1.34,526.32,104.23,500.0,25.0,34.46,1.3,42.9,0.33,34.19,26.32,500.0,25.0,0.89,34.46,1.3,42.9,0.33,34.19,26.32,48.202248,38.41573,U3 KV700,55x32_2_600_51_150
0.128,0.734,72.3,5.05,16.05,1.34,526.32,104.18,500.0,25.0,36.05,1.3,16.04,0.33,34.25,26.32,500.0,25.0,0.862,36.05,1.3,16.04,0.33,34.25,26.32,18.60789,39.733177,U3 KV700,55x34_2_400_36_60
0.128,0.617,331.62,5.24,511.68,1.29,526.32,100.39,500.0,25.0,171.99,1.5,509.26,0.33,39.36,26.32,500.0,25.0,0.745,171.99,1.5,509.26,0.33,39.36,26.32,683.5705,52.832214,U3 KV700,55x5_2_3600_51_1080
0.128,0.622,292.01,5.21,513.93,1.3,526.32,100.96,500.0,25.0,150.33,1.46,512.11,0.33,38.55,26.32,500.0,25.0,0.75,150.33,1.46,512.11,0.33,38.55,26.32,682.81335,51.4,U3 KV700,55x6_2_3400_51_1070
0.128,0.638,222.24,5.16,474.98,1.31,526.32,101.97,500.0,25.0,114.27,1.41,474.22,0.33,37.19,26.32,500.0,25.0,0.766,114.27,1.41,474.22,0.33,37.19,26.32,619.0862,48.550915,U3 KV700,55x7_2_2800_51_970
0.128,0.652,182.8,5.13,426.97,1.32,526.32,102.55,500.0,25.0,94.0,1.38,426.71,0.33,36.43,26.32,500.0,25.0,0.78,94.0,1.38,426.71,0.33,36.43,26.32,547.0641,46.705128,U3 KV700,55x8_2_2400_51_880
0.128,0.66,164.98,5.12,396.22,1.33,526.32,102.81,500.0,25.0,84.84,1.37,396.07,0.33,36.08,26.32,500.0,25.0,0.788,84.84,1.37,396.07,0.33,36.08,26.32,502.6269,45.7868,U3 KV700,55x9_2_2200_51_830
