BATTERY_VOLUME,BATTERY_WEIGHT,BATTERY_CAPACITY,BATTERY_CONT_DISCHARGE_RATE,SERIES_COUNT,PAR_COUNT,TOTAL_VOLUME,TOTAL_WEIGHT,TOTAL_ENERGY,TOTAL_VOLTAGE,TOTAL_CAPACITY,TOTAL_MAX_CURRENT,NAME
8.75e-05,0.004,1.0,25.0,67.0,282.0,1.653225,75.576,209723.4,743.7,282.0,7050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,283.0,1.6590875,75.844,210467.1,743.7,283.0,7075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,284.0,1.66495,76.112,211210.8,743.7,284.0,7100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,285.0,1.6708125,76.38,211954.5,743.7,285.0,7125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,286.0,1.676675,76.648,212698.2,743.7,286.0,7150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,287.0,1.6825376,76.916,213441.9,743.7,287.0,7175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,288.0,1.6884,77.184,214185.6,743.7,288.0,7200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,289.0,1.6942625,77.452,214929.3,743.7,289.0,7225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,290.0,1.700125,77.72,215673.0,743.7,290.0,7250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,291.0,1.7059875,77.988,216416.7,743.7,291.0,7275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,292.0,1.71185,78.256,217160.4,743.7,292.0,7300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,293.0,1.7177125,78.524,217904.1,743.7,293.0,7325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,294.0,1.723575,78.792,218647.8,743.7,294.0,7350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,295.0,1.7294375,79.06,219391.5,743.7,295.0,7375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,296.0,1.7353,79.328,220135.2,743.7,296.0,7400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,297.0,1.7411625,79.596,220878.9,743.7,297.0,7425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,298.0,1.747025,79.864,221622.6,743.7,298.0,7450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,299.0,1.7528875,80.132,222366.3,743.7,299.0,7475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,300.0,1.75875,80.4,223110.0,743.7,300.0,7500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,301.0,1.7646126,80.668,223853.7,743.7,301.0,7525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,302.0,1.770475,80.936,224597.4,743.7,302.0,7550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,303.0,1.7763375,81.204,225341.1,743.7,303.0,7575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,304.0,1.7822,81.472,226084.8,743.7,304.0,7600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,305.0,1.7880625,81.74,226828.5,743.7,305.0,7625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,306.0,1.793925,82.008,227572.2,743.7,306.0,7650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,307.0,1.7997875,82.276,228315.9,743.7,307.0,7675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,308.0,1.80565,82.544,229059.6,743.7,308.0,7700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,309.0,1.8115125,82.812,229803.3,743.7,309.0,7725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,310.0,1.817375,83.08,230547.0,743.7,310.0,7750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,311.0,1.8232375,83.348,231290.7,743.7,311.0,7775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,312.0,1.8291,83.616,232034.4,743.7,312.0,7800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,313.0,1.8349625,83.884,232778.1,743.7,313.0,7825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,314.0,1.840825,84.152,233521.8,743.7,314.0,7850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,315.0,1.8466876,84.42,234265.5,743.7,315.0,7875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,316.0,1.85255,84.688,235009.2,743.7,316.0,7900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,317.0,1.8584125,84.956,235752.9,743.7,317.0,7925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,318.0,1.864275,85.224,236496.6,743.7,318.0,7950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,319.0,1.8701375,85.492,237240.3,743.7,319.0,7975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,321.0,1.8818625,86.028,238727.7,743.7,321.0,8025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,322.0,1.887725,86.296,239471.4,743.7,322.0,8050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,323.0,1.8935875,86.564,240215.1,743.7,323.0,8075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,324.0,1.89945,86.832,240958.8,743.7,324.0,8100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,326.0,1.911175,87.368,242446.2,743.7,326.0,8150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,327.0,1.9170375,87.636,243189.9,743.7,327.0,8175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,328.0,1.9229,87.904,243933.6,743.7,328.0,8200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,329.0,1.9287626,88.172,244677.3,743.7,329.0,8225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,331.0,1.9404875,88.708,246164.7,743.7,331.0,8275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,332.0,1.94635,88.976,246908.4,743.7,332.0,8300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,333.0,1.9522125,89.244,247652.1,743.7,333.0,8325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,334.0,1.958075,89.512,248395.8,743.7,334.0,8350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,335.0,1.9639375,89.78,249139.5,743.7,335.0,8375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,336.0,1.9698,90.048,249883.2,743.7,336.0,8400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,337.0,1.9756625,90.316,250626.9,743.7,337.0,8425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,338.0,1.981525,90.584,251370.6,743.7,338.0,8450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,339.0,1.9873875,90.852,252114.3,743.7,339.0,8475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,340.0,1.99325,91.12,252858.0,743.7,340.0,8500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,341.0,1.9991125,91.388,253601.7,743.7,341.0,8525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,342.0,2.004975,91.656,254345.4,743.7,342.0,8550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,343.0,2.0108376,91.924,255089.1,743.7,343.0,8575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,344.0,2.0167,92.192,255832.8,743.7,344.0,8600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,345.0,2.0225625,92.46,256576.5,743.7,345.0,8625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,346.0,2.028425,92.728,257320.2,743.7,346.0,8650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,347.0,2.0342875,92.996,258063.9,743.7,347.0,8675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,348.0,2.04015,93.264,258807.6,743.7,348.0,8700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,349.0,2.0460124,93.532,259551.3,743.7,349.0,8725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,350.0,2.051875,93.8,260295.0,743.7,350.0,8750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,351.0,2.0577376,94.068,261038.7,743.7,351.0,8775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,352.0,2.0636,94.336,261782.4,743.7,352.0,8800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,353.0,2.0694625,94.604,262526.1,743.7,353.0,8825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,354.0,2.075325,94.872,263269.8,743.7,354.0,8850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,355.0,2.0811875,95.14,264013.5,743.7,355.0,8875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,356.0,2.08705,95.408,264757.2,743.7,356.0,8900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,357.0,2.0929124,95.676,265500.9,743.7,357.0,8925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,358.0,2.098775,95.944,266244.6,743.7,358.0,8950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,359.0,2.1046374,96.212,266988.3,743.7,359.0,8975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,360.0,2.1105,96.48,267732.0,743.7,360.0,9000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,361.0,2.1163626,96.748,268475.7,743.7,361.0,9025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,362.0,2.122225,97.016,269219.4,743.7,362.0,9050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,363.0,2.1280875,97.284,269963.1,743.7,363.0,9075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,364.0,2.13395,97.552,270706.8,743.7,364.0,9100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,365.0,2.1398125,97.82,271450.5,743.7,365.0,9125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,366.0,2.145675,98.088,272194.2,743.7,366.0,9150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,367.0,2.1515374,98.356,272937.9,743.7,367.0,9175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,368.0,2.1574,98.624,273681.6,743.7,368.0,9200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,369.0,2.1632626,98.892,274425.3,743.7,369.0,9225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,370.0,2.169125,99.16,275169.0,743.7,370.0,9250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,371.0,2.1749876,99.428,275912.7,743.7,371.0,9275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,372.0,2.18085,99.696,276656.4,743.7,372.0,9300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,373.0,2.1867125,99.964,277400.1,743.7,373.0,9325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,374.0,2.192575,100.232,278143.8,743.7,374.0,9350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,375.0,2.1984375,100.5,278887.5,743.7,375.0,9375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,376.0,2.2043,100.768,279631.2,743.7,376.0,9400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,377.0,2.2101624,101.036,280374.9,743.7,377.0,9425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,378.0,2.216025,101.304,281118.6,743.7,378.0,9450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,379.0,2.2218876,101.572,281862.3,743.7,379.0,9475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,380.0,2.22775,101.84,282606.0,743.7,380.0,9500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,381.0,2.2336125,102.108,283349.7,743.7,381.0,9525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,382.0,2.239475,102.376,284093.4,743.7,382.0,9550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,383.0,2.2453375,102.644,284837.1,743.7,383.0,9575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,385.0,2.2570624,103.18,286324.5,743.7,385.0,9625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,386.0,2.262925,103.448,287068.2,743.7,386.0,9650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,387.0,2.2687874,103.716,287811.9,743.7,387.0,9675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,388.0,2.27465,103.984,288555.6,743.7,388.0,9700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,389.0,2.2805126,104.252,289299.3,743.7,389.0,9725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,391.0,2.2922375,104.788,290786.7,743.7,391.0,9775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,392.0,2.2981,105.056,291530.4,743.7,392.0,9800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,393.0,2.3039625,105.324,292274.1,743.7,393.0,9825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,394.0,2.309825,105.592,293017.8,743.7,394.0,9850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,395.0,2.3156874,105.86,293761.5,743.7,395.0,9875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,397.0,2.3274126,106.396,295248.9,743.7,397.0,9925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,398.0,2.333275,106.664,295992.6,743.7,398.0,9950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,399.0,2.3391376,106.932,296736.3,743.7,399.0,9975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,400.0,2.345,107.2,297480.0,743.7,400.0,10000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,401.0,2.3508625,107.468,298223.7,743.7,401.0,10025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,402.0,2.356725,107.736,298967.4,743.7,402.0,10050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,403.0,2.3625875,108.004,299711.1,743.7,403.0,10075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,404.0,2.36845,108.272,300454.8,743.7,404.0,10100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,405.0,2.3743124,108.54,301198.5,743.7,405.0,10125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,406.0,2.380175,108.808,301942.2,743.7,406.0,10150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,407.0,2.3860376,109.076,302685.9,743.7,407.0,10175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,408.0,2.3919,109.344,303429.6,743.7,408.0,10200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,409.0,2.3977625,109.612,304173.3,743.7,409.0,10225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,410.0,2.403625,109.88,304917.0,743.7,410.0,10250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,411.0,2.4094875,110.148,305660.7,743.7,411.0,10275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,412.0,2.41535,110.416,306404.4,743.7,412.0,10300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,413.0,2.4212124,110.684,307148.1,743.7,413.0,10325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,414.0,2.427075,110.952,307891.8,743.7,414.0,10350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,415.0,2.4329374,111.22,308635.5,743.7,415.0,10375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,416.0,2.4388,111.488,309379.2,743.7,416.0,10400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,417.0,2.4446626,111.756,310122.9,743.7,417.0,10425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,418.0,2.450525,112.024,310866.6,743.7,418.0,10450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,419.0,2.4563875,112.292,311610.3,743.7,419.0,10475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,420.0,2.46225,112.56,312354.0,743.7,420.0,10500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,421.0,2.4681125,112.828,313097.7,743.7,421.0,10525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,422.0,2.473975,113.096,313841.4,743.7,422.0,10550.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,423.0,2.4798374,113.364,314585.1,743.7,423.0,10575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,424.0,2.4857,113.632,315328.8,743.7,424.0,10600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,425.0,2.4915626,113.9,316072.5,743.7,425.0,10625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,426.0,2.497425,114.168,316816.2,743.7,426.0,10650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,427.0,2.5032876,114.436,317559.9,743.7,427.0,10675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,428.0,2.50915,114.704,318303.6,743.7,428.0,10700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,429.0,2.5150125,114.972,319047.3,743.7,429.0,10725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,430.0,2.520875,115.24,319791.0,743.7,430.0,10750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,431.0,2.5267375,115.508,320534.7,743.7,431.0,10775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,432.0,2.5326,115.776,321278.4,743.7,432.0,10800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,433.0,2.5384624,116.044,322022.1,743.7,433.0,10825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,434.0,2.544325,116.312,322765.8,743.7,434.0,10850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,435.0,2.5501876,116.58,323509.5,743.7,435.0,10875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,436.0,2.55605,116.848,324253.2,743.7,436.0,10900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,437.0,2.5619125,117.116,324996.9,743.7,437.0,10925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,438.0,2.567775,117.384,325740.6,743.7,438.0,10950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,439.0,2.5736375,117.652,326484.3,743.7,439.0,10975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,440.0,2.5795,117.92,327228.0,743.7,440.0,11000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,441.0,2.5853624,118.188,327971.7,743.7,441.0,11025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,442.0,2.591225,118.456,328715.4,743.7,442.0,11050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,443.0,2.5970874,118.724,329459.1,743.7,443.0,11075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,444.0,2.60295,118.992,330202.8,743.7,444.0,11100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,445.0,2.6088126,119.26,330946.5,743.7,445.0,11125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,446.0,2.614675,119.528,331690.2,743.7,446.0,11150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,447.0,2.6205375,119.796,332433.9,743.7,447.0,11175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,449.0,2.6322625,120.332,333921.3,743.7,449.0,11225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,450.0,2.638125,120.6,334665.0,743.7,450.0,11250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,451.0,2.6439874,120.868,335408.7,743.7,451.0,11275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,452.0,2.64985,121.136,336152.4,743.7,452.0,11300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,453.0,2.6557126,121.404,336896.1,743.7,453.0,11325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,454.0,2.661575,121.672,337639.8,743.7,454.0,11350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,456.0,2.6733,122.208,339127.2,743.7,456.0,11400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,457.0,2.6791625,122.476,339870.9,743.7,457.0,11425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,458.0,2.685025,122.744,340614.6,743.7,458.0,11450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,459.0,2.6908875,123.012,341358.3,743.7,459.0,11475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,460.0,2.69675,123.28,342102.0,743.7,460.0,11500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,461.0,2.7026124,123.548,342845.7,743.7,461.0,11525.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,463.0,2.7143376,124.084,344333.1,743.7,463.0,11575.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,464.0,2.7202,124.352,345076.8,743.7,464.0,11600.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,465.0,2.7260625,124.62,345820.5,743.7,465.0,11625.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,466.0,2.731925,124.888,346564.2,743.7,466.0,11650.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,467.0,2.7377875,125.156,347307.9,743.7,467.0,11675.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,468.0,2.74365,125.424,348051.6,743.7,468.0,11700.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,469.0,2.7495124,125.692,348795.3,743.7,469.0,11725.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,470.0,2.755375,125.96,349539.0,743.7,470.0,11750.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,471.0,2.7612374,126.228,350282.7,743.7,471.0,11775.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,472.0,2.7671,126.496,351026.4,743.7,472.0,11800.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,473.0,2.7729626,126.764,351770.1,743.7,473.0,11825.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,474.0,2.778825,127.032,352513.8,743.7,474.0,11850.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,475.0,2.7846875,127.3,353257.5,743.7,475.0,11875.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,476.0,2.79055,127.568,354001.2,743.7,476.0,11900.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,477.0,2.7964125,127.836,354744.9,743.7,477.0,11925.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,478.0,2.802275,128.104,355488.6,743.7,478.0,11950.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,479.0,2.8081374,128.372,356232.3,743.7,479.0,11975.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,480.0,2.814,128.64,356976.0,743.7,480.0,12000.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,481.0,2.8198626,128.908,357719.7,743.7,481.0,12025.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,482.0,2.825725,129.176,358463.4,743.7,482.0,12050.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,483.0,2.8315876,129.444,359207.1,743.7,483.0,12075.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,484.0,2.83745,129.712,359950.8,743.7,484.0,12100.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,485.0,2.8433125,129.98,360694.5,743.7,485.0,12125.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,486.0,2.849175,130.248,361438.2,743.7,486.0,12150.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,487.0,2.8550375,130.516,362181.9,743.7,487.0,12175.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,488.0,2.8609,130.784,362925.6,743.7,488.0,12200.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,489.0,2.8667624,131.052,363669.3,743.7,489.0,12225.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,490.0,2.872625,131.32,364413.0,743.7,490.0,12250.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,491.0,2.8784876,131.588,365156.7,743.7,491.0,12275.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,492.0,2.88435,131.856,365900.4,743.7,492.0,12300.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,493.0,2.8902125,132.124,366644.1,743.7,493.0,12325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,494.0,2.896075,132.392,367387.8,743.7,494.0,12350.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,495.0,2.9019375,132.66,368131.5,743.7,495.0,12375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,496.0,2.9078,132.928,368875.2,743.7,496.0,12400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,497.0,2.9136624,133.196,369618.9,743.7,497.0,12425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,498.0,2.919525,133.464,370362.6,743.7,498.0,12450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,499.0,2.9253874,133.732,371106.3,743.7,499.0,12475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,67.0,500.0,2.93125,134.0,371850.0,743.7,500.0,12500.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,133.0,0.79135,36.176,100388.4,754.8,133.0,3325.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,135.0,0.80325,36.72,101898.0,754.8,135.0,3375.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,136.0,0.8092,36.992,102652.8,754.8,136.0,3400.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,137.0,0.81515,37.264,103407.6,754.8,137.0,3425.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,138.0,0.8211,37.536,104162.4,754.8,138.0,3450.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,139.0,0.82705,37.808,104917.2,754.8,139.0,3475.0,Vitaly Beta
8.75e-05,0.004,1.0,25.0,68.0,140.0,0.833,38.08,105672.0,754.8,140.0,3500.0,Vitaly Beta
