weight,propeller_diameter,voltage,thrust,power,current,thrust_at40,power_at40,current_at40,max_voltage,max_thrust,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
0.328,0.8636,2.0,3.66,22.76,11.38,-17.98,-27.94,-13.97,4.53,17.43,166.97,36.84,11.158537,69.39024,0.16080843,Antigravity MN5008 KV,34x3_2_4600_41_250
0.328,0.8636,2.5,5.22,39.44,15.78,53.68,44.33,17.73,4.53,122.96,166.97,36.84,15.914634,120.243904,0.13235295,Antigravity MN5008 KV,34x3_2_4600_41_250
0.328,0.8636,3.0,6.9,61.64,20.55,57.16,68.83,22.94,4.53,122.96,166.97,36.84,21.036585,187.92683,0.1119403,Antigravity MN5008 KV,34x3_2_4600_41_250
0.328,0.8636,4.0,10.59,123.78,30.94,65.92,136.72,34.18,4.53,122.96,166.97,36.84,32.286587,377.37805,0.08555502,Antigravity MN5008 KV,34x3_2_4600_41_250
0.337,0.8636,0.5,0.38,1.08,2.16,1.36,4.54,9.08,4.01,16.74,147.81,36.84,1.1275965,3.2047477,0.35185185,Antigravity MN5008 KV,34x4_2_4800_51_370
0.337,0.8636,1.5,2.61,13.97,9.31,5.15,40.54,27.03,4.01,16.74,147.81,36.84,7.7448072,41.454006,0.18682893,Antigravity MN5008 KV,34x4_2_4800_51_370
0.337,0.8636,2.0,4.07,28.09,14.04,7.51,71.9,35.95,4.01,16.74,147.81,36.84,12.077151,83.35312,0.14489143,Antigravity MN5008 KV,34x4_2_4800_51_370
0.337,0.8636,2.5,5.68,48.11,19.24,10.24,112.1,44.84,4.01,16.74,147.81,36.84,16.854599,142.75964,0.11806277,Antigravity MN5008 KV,34x4_2_4800_51_370
0.337,0.8636,3.0,7.39,74.38,24.79,13.38,161.08,53.69,4.01,16.74,147.81,36.84,21.928783,220.71217,0.09935466,Antigravity MN5008 KV,34x4_2_4800_51_370
0.337,0.8636,4.0,11.05,146.78,36.7,-3.31,260.98,65.25,4.01,182.74,147.81,36.84,32.789318,435.54895,0.07528274,Antigravity MN5008 KV,34x4_2_4800_51_370
0.423,0.8636,0.5,0.43,1.23,2.46,1.5,4.41,8.81,3.72,26.36,137.01,36.84,1.0165485,2.9078014,0.3495935,Antigravity MN5008 KV,34x4_3_4400_51_370
0.423,0.8636,1.0,1.44,6.08,6.08,4.03,17.37,17.37,3.72,26.36,137.01,36.84,3.4042554,14.373523,0.23684211,Antigravity MN5008 KV,34x4_3_4400_51_370
0.435,1.0414,0.5,0.53,1.38,2.77,0.94,3.86,7.72,3.5,279.18,128.9,36.84,1.2183908,3.1724138,0.38405797,Antigravity MN5008 KV,41x4_2_4600_51_580
0.435,1.0414,1.0,1.73,6.87,6.87,2.02,15.4,15.4,3.5,279.18,128.9,36.84,3.9770114,15.793103,0.2518195,Antigravity MN5008 KV,41x4_2_4600_51_580
0.435,1.0414,1.5,3.22,17.97,11.98,3.11,34.81,23.2,3.5,279.18,128.9,36.84,7.402299,41.310345,0.17918754,Antigravity MN5008 KV,41x4_2_4600_51_580
0.435,1.0414,2.0,4.89,35.37,17.69,4.21,62.22,31.11,3.5,279.18,128.9,36.84,11.24138,81.31035,0.13825275,Antigravity MN5008 KV,41x4_2_4600_51_580
0.441,1.0414,0.5,0.56,1.56,3.12,1.6,4.65,9.3,3.29,27.24,121.3,36.84,1.2698413,3.537415,0.35897437,Antigravity MN5008 KV,41x5_2_4200_51_560
0.441,1.0414,1.0,1.76,7.74,7.74,5.01,18.46,18.46,3.29,27.24,121.3,36.84,3.9909296,17.55102,0.22739018,Antigravity MN5008 KV,41x5_2_4200_51_560
0.567,1.2192,0.5,0.68,1.65,3.29,1.57,4.43,8.85,3.2,55.51,117.99,36.84,1.1992946,2.910053,0.4121212,Antigravity MN5008 KV,48x4_2_4000_46_670
0.567,1.2192,1.0,2.09,8.15,8.15,3.67,17.55,17.55,3.2,55.51,117.99,36.84,3.686067,14.373898,0.2564417,Antigravity MN5008 KV,48x4_2_4000_46_670
0.575,1.2192,0.5,0.71,1.88,3.75,10.28,2.31,4.61,3.01,385.95,110.89,36.84,1.2347826,3.269565,0.3776596,Antigravity MN5008 KV,48x5_2_4000_51_810
0.752,1.397,0.5,0.89,2.24,4.49,0.96,4.73,9.46,2.77,57.57,101.9,36.84,1.1835107,2.9787233,0.39732143,Antigravity MN5008 KV,55x5_2_3600_51_1080
0.966,1.5748,0.5,1.0,2.45,4.9,0.93,4.75,9.5,2.66,96.71,97.88,36.84,1.0351967,2.536232,0.40816328,Antigravity MN5008 KV,62x5_2_3200_46_1150
0.26,0.6858,0.5,0.24,1.0,2.0,0.33,2.07,4.14,4.4,69.43,162.02,36.84,0.9230769,3.8461537,0.24,Antigravity MN5008 KV,27x3_2_4600_41_140
0.26,0.6858,1.5,1.86,11.58,7.72,1.88,22.75,15.16,4.4,69.43,162.02,36.84,7.1538463,44.53846,0.16062176,Antigravity MN5008 KV,27x3_2_4600_41_140
0.26,0.6858,2.0,3.02,23.52,11.76,2.76,43.02,21.51,4.4,69.43,162.02,36.84,11.615385,90.46154,0.12840135,Antigravity MN5008 KV,27x3_2_4600_41_140
0.26,0.6858,2.5,4.32,40.82,16.33,3.67,70.5,28.2,4.4,69.43,162.02,36.84,16.615385,157.0,0.105830476,Antigravity MN5008 KV,27x3_2_4600_41_140
0.26,0.6858,4.0,8.89,128.87,32.22,-8.03,-185.29,-46.32,4.4,8.63,162.02,36.84,34.192307,495.65384,0.06898425,Antigravity MN5008 KV,27x3_2_4600_41_140
0.269,0.6858,0.5,0.28,1.18,2.37,2.53,4.5,9.01,3.86,14.84,142.15,36.84,1.0408922,4.386617,0.23728813,Antigravity MN5008 KV,27x4_2_4800_51_200
0.269,0.6858,1.0,1.01,5.53,5.53,59.8,14.09,14.09,3.86,14.84,142.15,36.84,3.7546468,20.557621,0.18264015,Antigravity MN5008 KV,27x4_2_4800_51_200
0.269,0.6858,1.5,2.0,14.68,9.78,-6.85,-3.09,-2.06,3.86,19.63,142.15,36.84,7.434944,54.57249,0.13623978,Antigravity MN5008 KV,27x4_2_4800_51_200
0.317,0.6858,1.0,1.07,5.73,5.73,8.09,17.55,17.55,3.79,14.12,139.48,36.84,3.3753943,18.07571,0.18673648,Antigravity MN5008 KV,27x4_3_4800_51_210
0.325,0.8636,0.5,0.38,1.21,2.43,3.37,4.47,8.93,3.79,17.4,139.52,36.84,1.1692308,3.7230768,0.3140496,Antigravity MN5008 KV,34x3_2_4600_41_250
0.325,0.8636,1.0,1.36,5.72,5.72,228.16,6.46,6.46,3.79,122.84,139.52,36.84,4.1846156,17.6,0.23776224,Antigravity MN5008 KV,34x3_2_4600_41_250
0.325,0.8636,1.5,2.67,15.16,10.11,-16.01,-13.4,-8.93,3.79,17.4,139.52,36.84,8.2153845,46.646152,0.17612137,Antigravity MN5008 KV,34x3_2_4600_41_250
0.325,0.8636,2.0,4.2,30.4,15.2,106.26,33.87,16.94,3.79,122.84,139.52,36.84,12.923077,93.53846,0.13815789,Antigravity MN5008 KV,34x3_2_4600_41_250
0.325,0.8636,2.5,5.88,52.02,20.81,43.2,57.53,23.01,3.79,122.84,139.52,36.84,18.092308,160.06154,0.11303345,Antigravity MN5008 KV,34x3_2_4600_41_250
0.334,0.8636,0.5,0.46,1.45,2.89,1.24,5.05,10.1,3.38,16.72,124.6,36.84,1.3772455,4.341317,0.31724137,Antigravity MN5008 KV,34x4_2_4800_51_370
0.334,0.8636,1.0,1.56,7.03,7.03,2.84,20.13,20.13,3.38,16.72,124.6,36.84,4.6706586,21.047905,0.22190611,Antigravity MN5008 KV,34x4_2_4800_51_370
0.334,0.8636,1.5,2.95,18.44,12.3,4.7,45.18,30.12,3.38,16.72,124.6,36.84,8.832335,55.20958,0.15997832,Antigravity MN5008 KV,34x4_2_4800_51_370
0.42,0.8636,0.5,0.51,1.64,3.28,1.38,4.93,9.87,3.15,26.33,116.15,36.84,1.2142857,3.9047618,0.3109756,Antigravity MN5008 KV,34x4_3_4400_51_370
0.432,1.0414,0.5,0.62,1.83,3.66,0.82,4.46,8.92,2.98,278.95,109.79,36.84,1.4351852,4.236111,0.3387978,Antigravity MN5008 KV,41x4_2_4600_51_580
0.438,1.0414,0.5,0.64,2.04,4.08,1.49,5.15,10.29,2.82,27.22,103.84,36.84,1.4611872,4.657534,0.3137255,Antigravity MN5008 KV,41x5_2_4200_51_560
0.564,1.2192,0.5,0.77,2.14,4.28,1.42,4.95,9.91,2.75,55.74,101.27,36.84,1.3652482,3.7943263,0.3598131,Antigravity MN5008 KV,48x4_2_4000_46_670
0.572,1.2192,0.5,0.79,2.4,4.81,-13.77,0.07,0.13,2.6,42.42,95.71,36.84,1.3811189,4.195804,0.32916668,Antigravity MN5008 KV,48x5_2_4000_51_810
0.308,0.6858,4.0,2.34,15.29,3.82,4.84,29.89,7.47,11.61,69.51,219.95,18.95,7.5974026,49.642857,0.1530412,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,5.0,3.44,26.77,5.35,6.05,49.92,9.98,11.61,69.51,219.95,18.95,11.168831,86.91558,0.12850206,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,6.0,4.66,42.4,7.07,7.26,75.8,12.63,11.61,69.51,219.95,18.95,15.12987,137.66234,0.10990566,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,7.0,6.0,62.49,8.93,8.57,107.69,15.38,11.61,69.51,219.95,18.95,19.48052,202.88962,0.096015364,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,8.0,7.43,87.34,10.92,431.39,97.93,12.24,11.61,69.73,219.95,18.95,24.123377,283.57144,0.08506984,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,9.0,8.94,117.19,13.02,-11.22,-243.66,-27.07,11.61,8.5,219.95,18.95,29.025974,380.487,0.076286376,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,10.0,10.53,152.24,15.22,-9.9,-232.5,-23.25,11.61,8.5,219.95,18.95,34.188313,494.2857,0.06916711,Antigravity MN6007 KV,27x3_2_4600_41_140
0.373,0.8636,2.5,1.54,6.49,2.6,324.27,7.42,2.97,9.87,123.02,187.03,18.95,4.1286864,17.399464,0.23728813,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,3.0,2.12,10.11,3.37,57.77,11.55,3.85,9.87,123.02,187.03,18.95,5.683646,27.104557,0.20969337,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,4.0,3.44,20.53,5.13,-19.61,-25.53,-6.38,9.87,17.44,187.03,18.95,9.22252,55.040215,0.16755967,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,5.0,4.93,35.64,7.13,64.39,40.26,8.05,9.87,123.02,187.03,18.95,13.217158,95.5496,0.13832772,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,6.0,6.57,55.83,9.3,61.92,62.68,10.45,9.87,123.02,187.03,18.95,17.613941,149.67828,0.117678665,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,7.0,8.32,81.42,11.63,66.53,90.9,12.99,9.87,123.02,187.03,18.95,22.30563,218.28418,0.102186196,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,8.0,10.16,112.67,14.08,71.02,125.17,15.65,9.87,123.02,187.03,18.95,27.238605,302.06433,0.09017485,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,9.0,12.1,149.78,16.64,75.4,165.66,18.41,9.87,123.02,187.03,18.95,32.43968,401.55496,0.08078515,Antigravity MN6007 KV,34x3_2_4600_41_250
0.382,0.8636,2.5,1.81,8.15,3.26,4.22,27.18,10.87,8.71,16.75,165.12,18.95,4.7382197,21.33508,0.2220859,Antigravity MN6007 KV,34x4_2_4800_51_370
0.382,0.8636,3.0,2.45,12.68,4.23,5.32,39.08,13.03,8.71,16.75,165.12,18.95,6.4136124,33.193718,0.19321766,Antigravity MN6007 KV,34x4_2_4800_51_370
0.382,0.8636,4.0,3.87,25.53,6.38,7.77,69.28,17.32,8.71,16.75,165.12,18.95,10.13089,66.83246,0.15158637,Antigravity MN6007 KV,34x4_2_4800_51_370
0.48,1.0414,2.0,1.63,6.3,3.15,2.11,14.63,7.31,7.58,279.31,143.58,18.95,3.3958333,13.125,0.25873017,Antigravity MN6007 KV,41x4_2_4600_51_580
0.48,1.0414,2.5,2.32,10.69,4.27,2.69,22.9,9.16,7.58,279.31,143.58,18.95,4.8333335,22.270834,0.21702525,Antigravity MN6007 KV,41x4_2_4600_51_580
0.48,1.0414,3.0,3.08,16.47,5.49,3.26,33.07,11.02,7.58,279.31,143.58,18.95,6.4166665,34.3125,0.18700668,Antigravity MN6007 KV,41x4_2_4600_51_580
0.612,1.2192,2.0,1.99,7.51,3.75,3.77,16.89,8.44,6.92,55.38,131.13,18.95,3.251634,12.271242,0.26498002,Antigravity MN6007 KV,48x4_2_4000_46_670
0.797,1.397,0.5,0.24,0.48,0.97,0.42,1.15,2.29,5.95,57.59,112.75,18.95,0.30112922,0.60225844,0.5,Antigravity MN6007 KV,55x5_2_3600_51_1080
0.797,1.397,1.5,1.57,5.21,3.48,1.55,10.3,6.87,5.95,57.59,112.75,18.95,1.969887,6.537014,0.30134356,Antigravity MN6007 KV,55x5_2_3600_51_1080
1.011,1.5748,1.5,1.75,5.66,3.78,1.49,10.35,6.9,5.71,96.57,108.17,18.95,1.7309594,5.5984173,0.3091873,Antigravity MN6007 KV,62x5_2_3200_46_1150
0.308,0.6858,3.0,4.85,45.26,15.09,9.54,80.82,26.94,5.85,69.54,240.12,41.05,15.746754,146.94806,0.10715864,Antigravity MN6007 KV,27x3_2_4600_41_140
0.308,0.6858,5.0,11.14,162.77,32.55,-10.83,-257.21,-51.44,5.85,8.46,240.12,41.05,36.16883,528.474,0.06844013,Antigravity MN6007 KV,27x3_2_4600_41_140
0.373,0.8636,2.5,5.17,38.28,15.31,69.73,43.37,17.35,4.95,123.08,203.13,41.05,13.86059,102.62734,0.13505746,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,3.0,6.93,59.97,19.99,72.3,67.58,22.53,4.95,123.08,203.13,41.05,18.579088,160.77748,0.11555778,Antigravity MN6007 KV,34x3_2_4600_41_250
0.373,0.8636,4.0,10.82,121.29,30.32,82.6,135.34,33.84,4.95,123.08,203.13,41.05,29.008043,325.17426,0.08920769,Antigravity MN6007 KV,34x3_2_4600_41_250
0.382,0.8636,2.0,4.07,27.59,13.79,9.13,77.86,38.93,4.35,16.76,178.49,41.05,10.65445,72.22513,0.14751722,Antigravity MN6007 KV,34x4_2_4800_51_370
0.382,0.8636,3.0,7.59,73.57,24.52,16.68,174.11,58.04,4.35,16.76,178.49,41.05,19.86911,192.59163,0.10316705,Antigravity MN6007 KV,34x4_2_4800_51_370
0.287,0.6858,4.0,2.54,16.4,4.1,8.85,32.33,8.08,12.88,69.62,321.43,24.95,8.850174,57.142857,0.15487805,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,5.0,3.76,29.0,5.8,10.61,54.86,10.97,12.88,69.62,321.43,24.95,13.101046,101.045296,0.12965517,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,6.0,5.13,46.31,7.72,12.34,84.33,14.06,12.88,69.62,321.43,24.95,17.874565,161.35889,0.11077521,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,7.0,6.64,68.76,9.82,81.36,110.71,15.82,12.88,69.62,321.43,24.95,23.13589,239.58188,0.09656777,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,8.0,8.27,96.71,12.09,-14.88,-301.65,-37.71,12.88,8.34,321.43,24.95,28.81533,336.96863,0.08551339,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,9.0,10.01,130.48,14.5,-13.25,-296.08,-32.9,12.88,8.34,321.43,24.95,34.878048,454.63416,0.076716736,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,10.0,11.84,170.33,17.03,-11.64,-282.56,-28.26,12.88,8.34,321.43,24.95,41.254356,593.4843,0.06951212,Antigravity MN6007II ,27x3_2_4600_41_140
0.287,0.6858,12.5,16.77,298.08,23.85,-7.62,-209.09,-16.73,12.88,8.34,321.43,24.95,58.432056,1038.6063,0.056260064,Antigravity MN6007II ,27x3_2_4600_41_140
0.296,0.6858,3.0,1.73,10.53,3.51,63860.74,18.67,6.22,11.12,97.09,277.4,24.95,5.8445945,35.574326,0.1642925,Antigravity MN6007II ,27x4_2_4800_51_200
0.296,0.6858,4.0,2.84,21.68,5.42,-16.42,-41.73,-10.43,11.12,14.77,277.4,24.95,9.594595,73.24324,0.13099632,Antigravity MN6007II ,27x4_2_4800_51_200
0.296,0.6858,5.0,4.12,38.08,7.62,79.77,38.07,7.61,11.12,97.09,277.4,24.95,13.918919,128.64865,0.10819328,Antigravity MN6007II ,27x4_2_4800_51_200
0.296,0.6858,6.0,5.54,60.26,10.04,85.2,60.41,10.07,11.12,97.09,277.4,24.95,18.716217,203.58109,0.09193495,Antigravity MN6007II ,27x4_2_4800_51_200
0.296,0.6858,8.0,8.69,123.54,15.44,64.17,131.84,16.48,11.12,92.31,277.4,24.95,29.358109,417.36487,0.07034159,Antigravity MN6007II ,27x4_2_4800_51_200
0.296,0.6858,9.0,10.41,165.28,18.36,-9.5,-219.54,-24.39,11.12,14.77,277.4,24.95,35.16892,558.37836,0.06298403,Antigravity MN6007II ,27x4_2_4800_51_200
0.296,0.6858,10.0,12.19,214.1,21.41,-8.06,-197.61,-19.76,11.12,14.77,277.4,24.95,41.182434,723.3108,0.05693601,Antigravity MN6007II ,27x4_2_4800_51_200
0.352,0.8636,3.0,2.33,10.95,3.65,12661.44,19.3,6.43,10.88,135.82,271.42,24.95,6.619318,31.107954,0.2127854,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,4.0,3.82,22.54,5.64,-22.92,-34.64,-8.66,10.88,17.49,271.42,24.95,10.852273,64.03409,0.16947648,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,5.0,5.52,39.55,7.91,78.48,45.2,9.04,10.88,123.26,271.42,24.95,15.681818,112.357956,0.13957016,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,6.0,7.4,62.49,10.42,84.16,70.97,11.83,10.88,123.26,271.42,24.95,21.022728,177.52841,0.11841895,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,7.0,9.43,91.8,13.11,89.99,103.66,14.81,10.88,123.26,271.42,24.95,26.789772,260.79544,0.10272331,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,8.0,11.59,127.82,15.98,95.68,143.57,17.95,10.88,123.26,271.42,24.95,32.926136,363.125,0.090674385,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,9.0,13.86,170.83,18.98,102.57,190.97,21.22,10.88,123.26,271.42,24.95,39.375,485.3125,0.08113329,Antigravity MN6007II ,34x3_2_4600_41_250
0.352,0.8636,10.0,16.23,221.07,22.11,3010.3,246.1,24.61,10.88,123.26,271.42,24.95,46.107956,628.0398,0.07341566,Antigravity MN6007II ,34x3_2_4600_41_250
0.361,0.8636,2.5,2.02,8.93,3.57,5.78,33.96,13.58,9.54,16.78,237.97,24.95,5.5955677,24.736841,0.22620381,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,3.0,2.75,14.02,4.67,7.34,48.79,16.26,9.54,16.78,237.97,24.95,7.6177287,38.836567,0.19614837,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,4.0,4.38,28.63,7.16,10.91,86.4,21.6,9.54,16.78,237.97,24.95,12.132964,79.30748,0.15298638,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,5.0,6.21,49.69,9.94,15.17,134.52,26.9,9.54,16.78,237.97,24.95,17.202215,137.64543,0.12497485,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,6.0,8.18,77.72,12.95,20.28,193.02,32.17,9.54,16.78,237.97,24.95,22.659279,215.29086,0.10524961,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,7.0,10.27,113.1,16.16,-3.48,233.53,33.36,9.54,182.95,237.97,24.95,28.448753,313.2964,0.0908046,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,8.0,12.46,156.15,19.52,-3.78,304.91,38.11,9.54,182.95,237.97,24.95,34.515236,432.54846,0.07979507,Antigravity MN6007II ,34x4_2_4800_51_370
0.361,0.8636,9.0,14.73,207.13,23.01,42.29,430.08,47.79,9.54,16.78,237.97,24.95,40.803326,573.76733,0.071114756,Antigravity MN6007II ,34x4_2_4800_51_370
0.459,1.0414,2.5,2.66,12.02,4.81,3.77,27.29,10.92,8.24,279.76,205.48,24.95,5.795207,26.187365,0.22129783,Antigravity MN6007II ,41x4_2_4600_51_580
0.459,1.0414,3.0,3.54,18.69,6.23,4.56,39.52,13.17,8.24,279.76,205.48,24.95,7.712418,40.718956,0.1894061,Antigravity MN6007II ,41x4_2_4600_51_580
0.465,1.0414,2.0,1.92,8.03,4.01,7.17,22.44,11.22,7.71,27.3,192.37,24.95,4.129032,17.268818,0.23910336,Antigravity MN6007II ,41x5_2_4200_51_560
0.591,1.2192,2.0,2.3,8.52,4.26,5.2,20.88,10.44,7.48,54.93,186.6,24.95,3.8917089,14.416244,0.26995304,Antigravity MN6007II ,48x4_2_4000_46_670
0.591,1.2192,2.5,3.25,14.49,5.8,7.16,32.41,12.97,7.48,54.93,186.6,24.95,5.499154,24.517767,0.22429262,Antigravity MN6007II ,48x4_2_4000_46_670
0.599,1.2192,2.0,2.35,9.78,4.89,-18.72,-3.65,-1.82,6.99,42.53,174.34,24.95,3.9232054,16.327211,0.2402863,Antigravity MN6007II ,48x5_2_4000_51_810
0.611,1.2192,0.5,0.24,0.52,1.04,0.53,1.45,2.91,6.45,36.34,160.97,24.95,0.3927987,0.85106385,0.46153846,Antigravity MN6007II ,48x6_2_3400_51_760
0.611,1.2192,2.0,2.45,11.42,5.71,2.65,23.2,11.6,6.45,36.34,160.97,24.95,4.00982,18.690672,0.2145359,Antigravity MN6007II ,48x6_2_3400_51_760
0.625,1.2192,0.5,0.26,0.61,1.22,0.46,1.45,2.9,5.96,53.35,148.64,24.95,0.416,0.976,0.4262295,Antigravity MN6007II ,48x7_2_2800_51_670
0.776,1.397,0.5,0.29,0.53,1.06,0.57,1.46,2.91,6.36,57.66,158.71,24.95,0.37371135,0.6829897,0.5471698,Antigravity MN6007II ,55x5_2_3600_51_1080
0.99,1.5748,0.5,0.34,0.58,1.16,0.55,1.46,2.93,6.08,96.09,151.77,24.95,0.34343433,0.5858586,0.5862069,Antigravity MN6007II ,62x5_2_3200_46_1150
0.999,1.5748,0.5,0.36,0.64,1.29,0.48,1.47,2.93,5.81,75.54,144.86,24.95,0.36036035,0.6406406,0.5625,Antigravity MN6007II ,62x6_2_3200_51_1390
0.289,0.6858,2.0,2.49,16.11,8.05,7.55,31.7,15.85,6.28,69.59,292.18,46.53,8.615917,55.743946,0.15456238,Antigravity MN6007II ,27x3_2_4600_41_140
0.289,0.6858,2.5,3.67,28.42,11.37,9.15,53.56,21.43,6.28,69.59,292.18,46.53,12.698962,98.3391,0.12913442,Antigravity MN6007II ,27x3_2_4600_41_140
0.289,0.6858,3.0,5.01,45.28,15.09,10.73,82.06,27.35,6.28,69.59,292.18,46.53,17.33564,156.6782,0.11064488,Antigravity MN6007II ,27x3_2_4600_41_140
0.289,0.6858,4.0,8.04,94.21,23.55,-14.23,-288.8,-72.2,6.28,8.38,292.18,46.53,27.820068,325.98615,0.08534126,Antigravity MN6007II ,27x3_2_4600_41_140
0.289,0.6858,5.0,11.48,165.46,33.09,-11.15,-268.39,-53.68,6.28,8.38,292.18,46.53,39.723183,572.52594,0.069382325,Antigravity MN6007II ,27x3_2_4600_41_140
0.289,0.6858,6.0,15.25,260.92,43.49,-8.09,-216.92,-36.15,6.28,8.38,292.18,46.53,52.768166,902.83734,0.058447033,Antigravity MN6007II ,27x3_2_4600_41_140
0.298,0.6858,1.5,1.69,10.33,6.88,103.49,10.42,6.95,5.43,97.08,252.56,46.53,5.671141,34.66443,0.16360116,Antigravity MN6007II ,27x4_2_4800_51_200
0.298,0.6858,2.0,2.77,21.19,10.59,-15.81,-39.14,-19.57,5.43,14.78,252.56,46.53,9.295302,71.10738,0.13072205,Antigravity MN6007II ,27x4_2_4800_51_200
0.298,0.6858,2.5,4.01,37.11,14.84,72.9,36.97,14.79,5.43,97.08,252.56,46.53,13.456376,124.530205,0.10805713,Antigravity MN6007II ,27x4_2_4800_51_200
0.298,0.6858,3.0,5.37,58.57,19.52,77.95,58.53,19.51,5.43,97.08,252.56,46.53,18.020134,196.54362,0.09168516,Antigravity MN6007II ,27x4_2_4800_51_200
0.298,0.6858,4.0,8.41,119.66,29.91,171.9,122.38,30.59,5.43,97.08,252.56,46.53,28.221476,401.5436,0.07028247,Antigravity MN6007II ,27x4_2_4800_51_200
0.354,0.8636,1.5,2.27,10.73,7.15,335.17,12.37,8.24,5.31,123.2,247.2,46.53,6.4124293,30.310734,0.21155639,Antigravity MN6007II ,34x3_2_4600_41_250
0.354,0.8636,2.0,3.71,22.01,11.0,-22.06,-32.33,-16.17,5.31,17.48,247.2,46.53,10.480226,62.17514,0.16855974,Antigravity MN6007II ,34x3_2_4600_41_250
0.354,0.8636,2.5,5.36,38.5,15.4,72.72,43.87,17.55,5.31,123.2,247.2,46.53,15.141243,108.757065,0.13922077,Antigravity MN6007II ,34x3_2_4600_41_250
0.354,0.8636,3.0,7.18,60.7,20.23,77.39,68.72,22.91,5.31,123.2,247.2,46.53,20.282486,171.46893,0.118286654,Antigravity MN6007II ,34x3_2_4600_41_250
0.354,0.8636,4.0,11.2,123.69,30.92,88.21,138.52,34.63,5.31,123.2,247.2,46.53,31.638418,349.40677,0.090548955,Antigravity MN6007II ,34x3_2_4600_41_250
0.354,0.8636,5.0,15.64,213.36,42.67,128.81,236.84,47.37,5.31,123.2,247.2,46.53,44.18079,602.71185,0.073303334,Antigravity MN6007II ,34x3_2_4600_41_250
0.363,0.8636,0.5,0.36,1.07,2.15,1.73,5.17,10.33,4.67,16.77,217.16,46.53,0.9917355,2.9476583,0.3364486,Antigravity MN6007II ,34x4_2_4800_51_370
0.363,0.8636,1.5,2.67,13.66,9.11,6.73,46.0,30.67,4.67,16.77,217.16,46.53,7.355372,37.630856,0.1954612,Antigravity MN6007II ,34x4_2_4800_51_370
0.363,0.8636,2.0,4.24,27.79,13.9,9.95,81.48,40.74,4.67,16.77,217.16,46.53,11.680441,76.55647,0.15257287,Antigravity MN6007II ,34x4_2_4800_51_370
0.363,0.8636,2.5,6.0,48.1,19.24,13.75,126.9,50.76,4.67,16.77,217.16,46.53,16.528925,132.50688,0.124740124,Antigravity MN6007II ,34x4_2_4800_51_370
0.363,0.8636,3.0,7.89,75.06,25.02,18.27,182.16,60.72,4.67,16.77,217.16,46.53,21.735537,206.77686,0.105115905,Antigravity MN6007II ,34x4_2_4800_51_370
0.363,0.8636,4.0,11.98,150.3,37.57,-3.66,289.25,72.31,4.67,182.91,217.16,46.53,33.002754,414.0496,0.07970725,Antigravity MN6007II ,34x4_2_4800_51_370
0.449,0.8636,0.5,0.42,1.22,2.44,1.93,4.96,9.92,4.31,26.42,200.42,46.53,0.93541205,2.7171493,0.3442623,Antigravity MN6007II ,34x4_3_4400_51_370
0.461,1.0414,1.5,3.41,18.09,12.06,4.16,37.73,25.15,4.04,279.64,187.88,46.53,7.396963,39.24078,0.18850194,Antigravity MN6007II ,41x4_2_4600_51_580
