        83x22_6_800_46_1180                                 (83x22_6_800_46_1180.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        71.6        1.26      0.7530      0.3582      0.6017      71.141    6227.385     280.562  
        76.1        1.34      0.7764      0.3427      0.5931      70.122    6137.992     268.422  
        80.5        1.42      0.7994      0.3258      0.5801      68.566    6002.576     255.158  
        85.0        1.50      0.8197      0.3074      0.5634      66.595    5829.986     240.770  
        89.5        1.58      0.8395      0.2883      0.5429      64.181    5618.454     225.933  
        94.0        1.66      0.8545      0.2672      0.5192      61.378    5372.403     209.342  
        98.4        1.74      0.8682      0.2458      0.4925      58.227    5096.260     192.594  
       102.9        1.82      0.8805      0.2241      0.4628      54.714    4789.139     175.553  
       107.4        1.90      0.8912      0.2020      0.4301      50.838    4450.155     158.243  
       111.8        1.98      0.9003      0.1795      0.3941      46.600    4078.424     140.641  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3559      0.4810      77.994    6144.188     344.183  
         4.5        0.07      0.0526      0.3594      0.4857      78.772    6205.258     347.555  
         8.9        0.14      0.1051      0.3634      0.4919      79.777    6284.915     351.376  
        13.4        0.21      0.1572      0.3679      0.4997      81.024    6383.158     355.873  
        17.9        0.28      0.2084      0.3728      0.5091      82.553    6504.413     360.594  
        22.4        0.36      0.2585      0.3783      0.5205      84.404    6649.565     365.764  
        26.8        0.43      0.3089      0.3843      0.5310      86.107    6784.097     371.609  
        31.3        0.50      0.3588      0.3899      0.5414      87.783    6915.973     377.230  
        35.8        0.57      0.4074      0.3949      0.5519      89.513    7051.389     382.175  
        40.3        0.64      0.4501      0.3980      0.5663      91.833    7234.600     384.873  
        44.7        0.71      0.4943      0.4004      0.5764      93.483    7364.706     387.346  
        49.2        0.78      0.5360      0.4015      0.5860      95.038    7486.846     388.245  
        53.7        0.85      0.5751      0.4008      0.5948      96.446    7598.365     387.346  
        58.2        0.92      0.6113      0.3980      0.6021      97.653    7693.068     384.873  
        62.6        1.00      0.6484      0.3942      0.6056      98.216    7737.322     381.276  
        67.1        1.07      0.6789      0.3875      0.6092      98.780    7782.461     374.757  
        71.6        1.14      0.7067      0.3787      0.6101      98.940    7793.967     366.214  
        76.1        1.21      0.7347      0.3689      0.6073      98.485    7758.564     356.772  
        80.5        1.28      0.7576      0.3562      0.6021      97.653    7693.068     344.407  
        85.0        1.35      0.7803      0.3425      0.5935      96.232    7581.549     331.368  
        89.5        1.42      0.7996      0.3269      0.5819      94.354    7432.856     316.081  
        94.0        1.49      0.8181      0.3105      0.5670      91.940    7243.451     300.345  
        98.4        1.57      0.8353      0.2931      0.5493      89.071    7016.871     283.484  
       102.9        1.64      0.8504      0.2746      0.5284      85.691    6751.349     265.499  
       107.4        1.71      0.8632      0.2554      0.5053      81.950    6455.734     247.065  
       111.8        1.78      0.8748      0.2360      0.4797      77.806    6129.142     228.181  



         PROP RPM =       880

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3560      0.4806     103.714    7428.431     416.571  
         4.5        0.06      0.0479      0.3591      0.4849     104.653    7494.812     420.168  
         8.9        0.13      0.0957      0.3627      0.4903     105.820    7578.894     424.439  
        13.4        0.19      0.1432      0.3666      0.4969     107.268    7682.448     429.160  
        17.9        0.26      0.1901      0.3710      0.5051     109.012    7807.243     434.106  
        22.4        0.32      0.2362      0.3758      0.5147     111.077    7955.936     439.726  
        26.8        0.39      0.2811      0.3810      0.5259     113.517    8129.410     445.796  
        31.3        0.45      0.3265      0.3863      0.5358     115.636    8281.643     452.091  
        35.8        0.52      0.3716      0.3915      0.5451     117.661    8426.795     458.161  
        40.3        0.58      0.4157      0.3961      0.5547     119.726    8574.603     463.556  
        44.7        0.65      0.4541      0.3988      0.5679     122.583    8779.055     466.703  
        49.2        0.71      0.4946      0.4011      0.5769     124.527    8921.552     469.401  
        53.7        0.78      0.5330      0.4019      0.5856     126.391    9054.313     470.525  
        58.2        0.84      0.5691      0.4019      0.5936     128.121    9178.224     470.076  
        62.6        0.91      0.6030      0.4000      0.6006     129.636    9284.433     468.052  
        67.1        0.97      0.6344      0.3965      0.6062     130.857    9372.940     464.006  
        71.6        1.03      0.6636      0.3915      0.6103     131.715    9434.895     457.936  
        76.1        1.10      0.6905      0.3845      0.6123     132.158    9461.447     449.843  
        80.5        1.16      0.7180      0.3768      0.6110     131.876    9443.746     440.850  
        85.0        1.23      0.7405      0.3665      0.6083     131.286    9399.492     428.936  
        89.5        1.29      0.7612      0.3548      0.6030     130.146    9319.836     415.222  
        94.0        1.36      0.7820      0.3423      0.5946     128.336    9187.074     400.610  
        98.4        1.42      0.7996      0.3281      0.5840     126.029    9027.761     383.974  
       102.9        1.49      0.8168      0.3132      0.5706     123.146    8819.768     366.663  
       107.4        1.55      0.8318      0.2973      0.5549     119.753    8577.258     348.004  
       111.8        1.62      0.8468      0.2809      0.5365     115.797    8293.149     328.671  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3560      0.4802     134.504    8833.930     495.704  
         4.5        0.06      0.0440      0.3589      0.4841     135.711    8903.850     499.750  
         8.9        0.12      0.0878      0.3621      0.4890     137.052    8992.358     504.247  
        13.4        0.18      0.1315      0.3657      0.4948     138.661    9098.567     509.192  
        17.9        0.24      0.1747      0.3696      0.5018     140.673    9231.328     514.588  
        22.4        0.30      0.2173      0.3738      0.5101     142.953    9381.791     520.658  
        26.8        0.36      0.2590      0.3784      0.5197     145.635    9558.806     526.952  
        31.3        0.42      0.3014      0.3837      0.5283     148.049    9718.119     534.371  
        35.8        0.47      0.3410      0.3884      0.5399     151.267    9930.537     540.666  
        40.3        0.53      0.3821      0.3926      0.5484     153.681   10089.850     546.960  
        44.7        0.59      0.4224      0.3969      0.5572     156.095   10249.164     552.805  
        49.2        0.65      0.4575      0.3996      0.5695     159.581   10479.283     556.402  
        53.7        0.71      0.4947      0.4015      0.5776     161.861   10629.746     559.325  
        58.2        0.77      0.5303      0.4027      0.5856     164.141   10771.358     561.123  
        62.6        0.83      0.5640      0.4031      0.5930     166.152   10912.970     561.123  
        67.1        0.89      0.5957      0.4019      0.5998     168.030   11036.880     559.550  
        71.6        0.95      0.6254      0.3992      0.6055     169.639   11134.238     555.953  
        76.1        1.01      0.6531      0.3953      0.6099     170.846   11222.746     550.332  
        80.5        1.07      0.6789      0.3895      0.6127     171.651   11267.000     542.689  
        85.0        1.13      0.7027      0.3828      0.6137     171.919   11293.552     533.022  
        89.5        1.19      0.7248      0.3745      0.6127     171.651   11267.000     521.557  
        94.0        1.25      0.7452      0.3648      0.6095     170.846   11213.895     508.068  
        98.4        1.30      0.7641      0.3540      0.6043     169.371   11116.537     493.006  
       102.9        1.36      0.7833      0.3424      0.5961     167.091   10966.074     476.820  
       107.4        1.42      0.7995      0.3294      0.5863     164.275   10789.059     458.835  
       111.8        1.48      0.8143      0.3155      0.5743     160.922   10567.791     439.277  



         PROP RPM =       1040

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3560      0.4799     170.980   10364.224     581.806  
         4.5        0.05      0.0406      0.3587      0.4835     172.187   10435.030     586.302  
         8.9        0.11      0.0811      0.3616      0.4878     173.796   10532.388     591.023  
        13.4        0.16      0.1215      0.3649      0.4930     175.674   10647.447     596.418  
        17.9        0.22      0.1616      0.3684      0.4992     177.819   10780.209     602.039  
        22.4        0.27      0.2011      0.3722      0.5064     180.367   10930.671     608.333  
        26.8        0.33      0.2401      0.3763      0.5148     183.452   11116.537     615.077  
        31.3        0.38      0.2782      0.3807      0.5243     186.804   11320.104     622.271  
        35.8        0.44      0.3170      0.3856      0.5326     189.754   11497.119     630.140  
        40.3        0.49      0.3531      0.3899      0.5437     193.643   11736.089     637.109  
        44.7        0.55      0.3909      0.3938      0.5515     196.459   11904.253     643.853  
        49.2        0.60      0.4281      0.3977      0.5595     199.276   12081.268     650.148  
        53.7        0.66      0.4603      0.4000      0.5709     203.433   12329.089     653.969  
        58.2        0.71      0.4948      0.4023      0.5785     206.115   12488.403     657.566  
        62.6        0.77      0.5280      0.4039      0.5858     208.663   12647.716     659.814  
        67.1        0.82      0.5596      0.4042      0.5929     211.211   12798.179     660.489  
        71.6        0.88      0.5856      0.4027      0.6020     214.429   12992.895     657.791  
        76.1        0.93      0.6139      0.4004      0.6071     216.307   13107.955     654.644  
        80.5        0.99      0.6404      0.3973      0.6114     217.782   13196.462     649.473  
        85.0        1.04      0.6653      0.3930      0.6144     218.854   13267.268     642.504  
        89.5        1.09      0.6886      0.3875      0.6161     219.525   13302.671     633.512  
        94.0        1.15      0.7102      0.3808      0.6162     219.525   13302.671     622.271  
        98.4        1.20      0.7303      0.3728      0.6147     218.989   13267.268     609.232  
       102.9        1.26      0.7490      0.3637      0.6112     217.782   13196.462     594.395  
       107.4        1.31      0.7682      0.3541      0.6054     215.636   13072.552     578.658  
       111.8        1.37      0.7842      0.3428      0.5981     213.088   12913.238     560.224  



         PROP RPM =       1120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3561      0.4796     213.356   12010.462     674.877  
         4.5        0.05      0.0377      0.3585      0.4829     214.831   12090.119     679.598  
         8.9        0.10      0.0754      0.3612      0.4869     216.575   12187.477     684.768  
        13.4        0.15      0.1130      0.3642      0.4916     218.720   12311.388     690.388  
        17.9        0.20      0.1503      0.3674      0.4970     221.134   12444.149     696.458  
        22.4        0.25      0.1872      0.3708      0.5035     223.950   12603.462     702.978  
        26.8        0.30      0.2236      0.3746      0.5108     227.303   12789.328     709.947  
        31.3        0.36      0.2594      0.3785      0.5191     230.924   12992.895     717.366  
        35.8        0.41      0.2944      0.3827      0.5284     235.081   13231.865     725.459  
        40.3        0.46      0.3302      0.3872      0.5362     238.567   13426.582     734.001  
        44.7        0.51      0.3634      0.3911      0.5470     243.395   13692.104     741.420  
        49.2        0.56      0.3984      0.3949      0.5543     246.614   13877.970     748.839  
        53.7        0.61      0.4329      0.3988      0.5617     249.966   14063.835     755.583  
        58.2        0.66      0.4626      0.4008      0.5725     254.794   14338.209     759.854  
        62.6        0.71      0.4949      0.4031      0.5793     257.878   14506.373     763.901  
        67.1        0.76      0.5259      0.4046      0.5864     260.962   14683.388     766.823  
        71.6        0.81      0.5517      0.4042      0.5959     265.120   14922.358     766.374  
        76.1        0.86      0.5800      0.4039      0.6015     267.668   15063.970     765.475  
        80.5        0.91      0.6069      0.4023      0.6067     269.947   15187.880     763.002  
        85.0        0.97      0.6322      0.4000      0.6112     271.959   15302.940     758.506  
        89.5        1.02      0.6561      0.3969      0.6148     273.568   15391.447     752.211  
        94.0        1.07      0.6784      0.3922      0.6172     274.641   15453.403     743.668  
        98.4        1.12      0.6965      0.3860      0.6195     275.714   15515.358     731.528  
       102.9        1.17      0.7163      0.3793      0.6190     275.446   15497.656     718.939  
       107.4        1.22      0.7348      0.3716      0.6170     274.507   15444.552     704.551  
       111.8        1.27      0.7541      0.3636      0.6126     272.629   15338.343     689.264  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3561      0.4794     262.304   13780.612     774.917  
         4.5        0.05      0.0352      0.3584      0.4824     264.047   13869.119     779.862  
         8.9        0.09      0.0704      0.3609      0.4861     266.058   13975.328     785.258  
        13.4        0.14      0.1055      0.3636      0.4903     268.338   14090.388     791.103  
        17.9        0.19      0.1404      0.3665      0.4952     271.020   14232.000     797.622  
        22.4        0.24      0.1750      0.3697      0.5009     274.104   14400.164     804.367  
        26.8        0.28      0.2092      0.3731      0.5074     277.725   14586.029     811.785  
        31.3        0.33      0.2430      0.3766      0.5148     281.748   14798.447     819.654  
        35.8        0.38      0.2760      0.3805      0.5231     286.308   15037.417     827.972  
        40.3        0.43      0.3084      0.3845      0.5322     291.270   15294.089     836.514  
        44.7        0.47      0.3416      0.3887      0.5398     295.427   15515.358     845.731  
        49.2        0.52      0.3750      0.3930      0.5468     299.316   15718.925     855.398  
        53.7        0.57      0.4048      0.3961      0.5568     304.680   16002.149     861.693  
        58.2        0.62      0.4369      0.3996      0.5639     308.569   16205.716     869.336  
        62.6        0.66      0.4646      0.4015      0.5740     314.067   16497.791     873.833  
        67.1        0.71      0.4948      0.4039      0.5806     317.688   16683.656     878.554  
        71.6        0.76      0.5240      0.4054      0.5873     321.442   16878.373     882.375  
        76.1        0.81      0.5482      0.4054      0.5961     326.270   17135.044     881.926  
        80.5        0.85      0.5751      0.4050      0.6016     329.220   17294.358     881.701  
        85.0        0.90      0.6006      0.4042      0.6069     332.171   17444.820     880.127  
        89.5        0.95      0.6213      0.4019      0.6136     335.791   17639.537     874.282  
        94.0        1.00      0.6444      0.3992      0.6168     337.669   17728.044     868.212  
        98.4        1.04      0.6661      0.3953      0.6194     339.010   17807.701     860.344  
       102.9        1.09      0.6866      0.3907      0.6210     339.949   17851.955     850.452  
       107.4        1.14      0.7058      0.3853      0.6215     340.083   17860.805     838.538  
       111.8        1.19      0.7238      0.3789      0.6207     339.680   17843.104     824.375  



